Target_genes	Gata6|Average	SRX20580007|Brown_adipose_tissue	SRX16736232|Embryoid_Bodies	SRX16736233|Embryoid_Bodies	SRX6755626|ES_cells	SRX6755627|ES_cells	SRX6755635|ES_cells	SRX6755636|ES_cells	SRX738315|Keratinocytes	SRX738316|Keratinocytes	SRX5198497|Lung	SRX5198498|Lung	SRX547826|MEF	SRX547827|MEF	SRX1041624|XEN_cells	SRX1041626|XEN_cells	SRX16736236|XEN_cells	SRX16736237|XEN_cells	STRING
Dusp16	7.882353	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC048403	7.882353	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0
Arhgef16	7.882353	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0
Trps1	7.823529	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0
Tnpo1	7.823529	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0
Ppp2r2b	7.823529	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
Ppfibp2	7.823529	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0
Npas4	7.823529	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nectin2	7.823529	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0
Hilpda	7.823529	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0
Gp1bb	7.823529	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F11r	7.823529	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
Ero1b	7.823529	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0
Dner	7.823529	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
Dgcr8	7.823529	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0
Cd200r1	7.823529	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0
1600014C10Rik	7.823529	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ywhaz	7.764706	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0
Uty	7.764706	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem170b	7.764706	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Tex33	7.764706	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Terf1	7.764706	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Riok3	7.764706	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0
Ppp1r15b	7.764706	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0
Olfr1109	7.764706	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lim2	7.764706	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Kcnn4	7.764706	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Gsc	7.764706	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38999	7.764706	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
Erf	7.764706	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercam	7.764706	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0
Sufu	7.705882	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Serpina3f	7.705882	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Sectm1a	7.705882	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Rpgrip1l	7.705882	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Rin1	7.705882	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Nasp	7.705882	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Mospd3	7.705882	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
Met	7.705882	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Lman1	7.705882	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0
Gramd1c	7.705882	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
Fto	7.705882	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Fam78b	7.705882	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Cmip	7.705882	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0
Actr1a	7.705882	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0
Mixl1	7.647059	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpcat1	7.647059	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
Krt24	7.647059	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0
Kpna6	7.647059	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
Kdm7a	7.647059	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0
Ilf3	7.647059	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Idh3a	7.647059	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
Gpr157	7.647059	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
Gm4846	7.647059	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0
Glrp1	7.647059	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0
Fcer1g	7.647059	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0
Cfap45	7.647059	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0
Bcl2l10	7.647059	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0
Tmem210	7.588235	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
Sult5a1	7.588235	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
Spock3	7.588235	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenbp1	7.588235	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrm1	7.588235	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pogk	7.588235	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nin	7.588235	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp6	7.588235	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mas1	7.588235	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Lrrc26	7.588235	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
Ctla2a	7.588235	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
Cenpu	7.588235	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0
Cd28	7.588235	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
Anapc15	7.588235	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0
A630023A22Rik	7.588235	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
Podnl1	7.529412	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0
Pcdh7	7.529412	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncam1	7.529412	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0
Klrd1	7.529412	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0
Zc3h10	7.470588	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb40	7.470588	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0
Spdl1	7.470588	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0
Snai3	7.470588	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0
Rpl41	7.470588	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt2	7.470588	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0
Mettl21c	7.470588	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0
Kif24	7.470588	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0
Dusp6	7.470588	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0
Atf1	7.470588	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0
Wsb1	7.411765	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0
Tlr5	7.411765	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Syt12	7.411765	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Rassf8	7.411765	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0
Klhdc2	7.411765	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0
Kcnq1	7.411765	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0
Defb4	7.411765	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0
Defb14	7.411765	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0
Cpt1b	7.411765	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0
Cped1	7.411765	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0
Chkb	7.411765	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0
Camk1g	7.411765	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Ap3m2	7.411765	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alx4	7.411765	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Zswim6	7.352941	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
Zfp944	7.352941	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Zfp758	7.352941	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Synj2bp	7.352941	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Slc17a8	7.352941	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0
Nr1d1	7.352941	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0
Mllt3	7.352941	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Igsf23	7.352941	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0
Gm20498	7.352941	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Dhrs9	7.352941	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
Ankrd39	7.352941	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0
Smpd5	7.294118	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0
Slc33a1	7.294118	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0
Rdh1	7.294118	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
Rbm20	7.294118	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf4b	7.294118	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0
Poc1a	7.294118	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
Pitpna	7.294118	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
Pcmt1	7.294118	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0
Papolg	7.294118	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
Olfr99	7.294118	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
Nup43	7.294118	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0
Nfam1	7.294118	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
Msh6	7.294118	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
Larp1b	7.294118	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
Immt	7.294118	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0
Idh3b	7.294118	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
Hyal2	7.294118	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
Gm2a	7.294118	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
Dsc2	7.294118	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
Cisd3	7.294118	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
Cflar	7.294118	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0
Ccdc12	7.294118	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
Atf6	7.294118	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0
Arl9	7.294118	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0
Tcf7l1	7.235294	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps6ka1	7.235294	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
Hint3	7.235294	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0
Gm14410	7.235294	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
Asb17	7.235294	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
Abca4	7.235294	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0
AU021092	7.235294	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
Zfyve16	7.176471	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss5	7.176471	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Thada	7.176471	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Slc10a4	7.176471	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Ptk7	7.176471	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr52	7.176471	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
Exosc2	7.176471	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0
Dcaf5	7.176471	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0
Cntnap2	7.176471	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot6l	7.176471	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0
Cavin1	7.176471	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0
Amn1	7.176471	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0
5031439G07Rik	7.176471	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0
2610528A11Rik	7.176471	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h6	7.117647	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr77	7.117647	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0
Ugt1a10	7.117647	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0
Sfxn4	7.117647	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0
Senp8	7.117647	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0
Rragd	7.117647	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps6ka2	7.117647	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0
Ptpn11	7.117647	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr1h4	7.117647	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0
Myo9a	7.117647	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0
Krtap24-1	7.117647	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Klrc1	7.117647	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0
Fnbp1l	7.117647	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0
Cldn34-ps	7.117647	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Chst10	7.117647	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Atp5pb	7.117647	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0
Apobec4	7.117647	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0
Zfp600	7.058824	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox11	7.058824	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmb11	7.058824	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0
Nfyc	7.058824	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0
Myo18a	7.058824	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0
Fezf2	7.058824	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Extl3	7.058824	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0
Ctbp1	7.058824	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0
Cmtm7	7.058824	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0
Adam8	7.058824	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0
Wfs1	7.000000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0
Tmem59	7.000000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0
Tfdp1	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0
Tceanc2	7.000000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0
Ppic	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0
Maea	7.000000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0
Lyg2	7.000000	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0
Isoc1	7.000000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0
Gramd3	7.000000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0
Cxcl2	7.000000	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0
Znrf3	6.941176	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r48	6.941176	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubb2b	6.941176	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0
Strit1	6.941176	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Steap2	6.941176	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Snrnp25	6.941176	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0
Rasal3	6.941176	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
Proc	6.941176	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0
Mesp2	6.941176	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Me1	6.941176	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
H3c10	6.941176	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2bc13	6.941176	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2ac13	6.941176	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdf5	6.941176	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Efhb	6.941176	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0
Col8a1	6.941176	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0
Sec16a	6.882353	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
Rps16	6.882353	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
Klk13	6.882353	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0
H4c3	6.882353	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1f6	6.882353	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dusp1	6.882353	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd47	6.882353	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0
Atp6v0c	6.882353	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arrdc4	6.882353	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0
Amdhd2	6.882353	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vstm5	6.823529	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Ttc33	6.823529	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
Tbc1d2	6.823529	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
Sirt6	6.823529	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
Sec14l2	6.823529	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0
Sco1	6.823529	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0
Rnf115	6.823529	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
Psg28	6.823529	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
Polr3c	6.823529	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
Pdp1	6.823529	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
Pawr	6.823529	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
Padi4	6.823529	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
Mylk3	6.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Marchf1	6.823529	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Hprt	6.823529	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
Gm2237	6.823529	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb21	6.823529	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Defb19	6.823529	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Bmp3	6.823529	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Apol7c	6.823529	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Ankrd24	6.823529	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
Ankfn1	6.823529	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Adprm	6.823529	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0
Actl11	6.823529	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
AI429214	6.823529	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0
5430427O19Rik	6.823529	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0
Zfp768	6.764706	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0
Ulbp1	6.764706	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0
Trim40	6.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
Trim31	6.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
Myf5	6.764706	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf11	6.764706	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Kdm3a	6.764706	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0
H13	6.764706	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Crbn	6.764706	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0
Col2a1	6.764706	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0
Ankrd63	6.764706	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ythdf2	6.705882	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0
Socs1	6.705882	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0
Psmd11	6.705882	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0
Prickle1	6.705882	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pf4	6.705882	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0
Dennd11	6.705882	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0
Cd101	6.705882	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0
Barx2	6.705882	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0
Ap4e1	6.705882	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0
Vmn1r60	6.647059	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0
Ugcg	6.647059	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0
Tgoln2	6.647059	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Tgoln1	6.647059	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Plscr3	6.647059	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0
Lyrm1	6.647059	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0
Ilvbl	6.647059	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0
Hexa	6.647059	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0
Fam193a	6.647059	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0
Dnajb9	6.647059	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
Dcun1d3	6.647059	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0
Cyp46a1	6.647059	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0
Colgalt1	6.647059	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0
Sprr2i	6.588235	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0
Serpinb5	6.588235	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0
Prap1	6.588235	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0
Jak2	6.588235	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0
Endod1	6.588235	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0
Tmem74b	6.529412	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
Rps9	6.529412	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0
Nudt15	6.529412	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtarc1	6.529412	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj8	6.529412	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Zfp974	6.470588	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0
Tmem144	6.470588	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0
Tead3	6.470588	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0
