Target_genes	Esrra|Average	SRX21934343|Brown_adipocytes	SRX17622702|Brown_adipose_tissue	SRX17622703|Brown_adipose_tissue	SRX1890323|Brown_adipose_tissue	SRX1890324|Brown_adipose_tissue	SRX1716885|C2C12	SRX24915614|Duodenal_villus	SRX24915615|Duodenal_villus	SRX1743135|Frontal_cortex	SRX1743136|Frontal_cortex	SRX15672330|Liver	SRX15672332|Liver	SRX18421145|Liver	SRX18421147|Liver	SRX18421149|Skeletal_muscle	SRX18421151|Skeletal_muscle	SRX218535|Unclassified	STRING
Tmod2	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Sycp1	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Soat1	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Slc7a14	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Slc12a2	5.647059	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
Rgs17	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Rad50	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Psat1	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Prl7a1	5.647059	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0
Popdc3	5.647059	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0
Pibf1	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Pcdhgb1	5.647059	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
Os9	5.647059	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup155	5.647059	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl28	5.647059	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mast2	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Maml3	5.647059	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0
Lrba	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Lpar1	5.647059	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
Gm14151	5.647059	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
Gm14147	5.647059	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
Glrx2	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Foxd2	5.647059	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0
Dis3	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Ddhd2	5.647059	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam1a	5.647059	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actr3	5.647059	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Wdr27	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Vmn1r90	5.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0
Usp4	5.588235	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ufm1	5.588235	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0
Txk	5.588235	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0
Traf2	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Tmem64	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Tbc1d9	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Stam2	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Shcbp1l	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Scx	5.588235	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sap18b	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Sap18	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Rxfp3	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Qrich1	5.588235	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qpct	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Pura	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Ptk2	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Ppwd1	5.588235	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf20l1	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Nipsnap3b	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Msmp	5.588235	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps28	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Maco1	5.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0
Lyn	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Lrrc40	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Lpcat1	5.588235	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0
Lhx1	5.588235	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jcad	5.588235	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0
Gm3752	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Gbp2	5.588235	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l4b	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Dhcr24	5.588235	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dclk1	5.588235	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0
Cenpk	5.588235	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc42	5.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0
Cap2	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Cacng6	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Akr1c6	5.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0
1600012H06Rik	5.588235	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Zfp956	5.529412	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Zfp90	5.529412	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Zfp568	5.529412	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp213	5.529412	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbed5	5.529412	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wapl	5.529412	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Ubn2	5.529412	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Taf13	5.529412	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srek1	5.529412	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox30	5.529412	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0
Slc4a7	5.529412	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Slc26a4	5.529412	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Rsu1	5.529412	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm4	5.529412	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pop5	5.529412	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntm	5.529412	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Nob1	5.529412	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0
Mex3c	5.529412	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Iqch	5.529412	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Galnt18	5.529412	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Fam117a	5.529412	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elovl2	5.529412	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0
Dynll1	5.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0
Dse	5.529412	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0
Cldn34-ps	5.529412	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc149	5.529412	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Arl10	5.529412	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkbh8	5.529412	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aagab	5.529412	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Zfp964	5.470588	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0
Wnk4	5.470588	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp49	5.470588	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Socs6	5.470588	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Slc35f1	5.470588	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0
Slc30a5	5.470588	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Prkci	5.470588	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Phyhipl	5.470588	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Pdzd2	5.470588	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0
Ndnf	5.470588	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0
Lonp1	5.470588	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgf12	5.470588	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Diras2	5.470588	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0
Cpeb1	5.470588	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap74	5.470588	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Catsperd	5.470588	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bag2	5.470588	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Antxr2	5.470588	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0
Zfyve19	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp738	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp595	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp53	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp354b	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp28	5.411765	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ypel2	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vav2	5.411765	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0
Uvrag	5.411765	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc9	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Tpsg1	5.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0
Sp140	5.411765	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0
Ska3	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Septin8	5.411765	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0
Rad23b	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Rab5a	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Ptpn14	5.411765	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0
Ptgfrn	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Prpf8	5.411765	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0
Plcb2	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1166	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Noxo1	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkrf	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfat5	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Mrpl57	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Mbip	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map10	5.411765	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0
Manba	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Kcnt1	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Grk5	5.411765	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0
Gfer	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcfc2	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Exosc8	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Erbin	5.411765	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0
Dusp12	5.411765	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0
Dnajc17	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst10	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Chchd6	5.411765	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap410	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacfd1	5.411765	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Auts2	5.411765	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg5	5.411765	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0
Zfhx3	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Tmem59	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Tmed7	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Tgds	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Tceanc2	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Rundc1	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Rtf2	5.352941	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfc3	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Rbm12b2	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Rab39	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Ptges3l	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Prkg2	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Pnkp	5.352941	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgap6	5.352941	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr362	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Nr2f1	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Nhlrc2	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Mthfd2	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Mrpl9	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Lap3	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Krtap5-4	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Kif5c	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Gpr180	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Gmppa	5.352941	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fa2h	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Esyt2	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Epha10	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Eif1a	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Dsp	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Dclre1a	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Cpne8	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Asxl3	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Alg1	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Abcc9	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
2510002D24Rik	5.352941	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
1110032F04Rik	5.352941	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Zmynd19	5.294118	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Zfp385b	5.294118	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Wwp1	5.294118	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vegfc	5.294118	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Uck2	5.294118	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uba6	5.294118	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Tram1	5.294118	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Tln2	5.294118	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf7l2	5.294118	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Taf11	5.294118	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Rps13	5.294118	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Prb1	5.294118	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Ppp2r2b	5.294118	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Pik3c2a	5.294118	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Pidd1	5.294118	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Nrip3	5.294118	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Mtus2	5.294118	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Lst1	5.294118	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hcfc2	5.294118	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Gstt1	5.294118	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0
Gid8	5.294118	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam181b	5.294118	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Erlec1	5.294118	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Elovl4	5.294118	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Dlgap1	5.294118	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Dctn6	5.294118	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbn1	5.294118	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Crocc	5.294118	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnpy1	5.294118	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Cenph	5.294118	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Ccn2	5.294118	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Asb3	5.294118	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Anks1	5.294118	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
Vezt	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Vac14	5.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0
Upf2	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Trmt11	5.235294	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim6	5.235294	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb4x	5.235294	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a1	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Serpinb9	5.235294	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpusd3	5.235294	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf145	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Rilpl1	5.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0
Prr12	5.235294	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkd2	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Pik3c2b	5.235294	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pafah1b1	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Mfsd6	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Magel2	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Lemd1	5.235294	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0
Katna1	5.235294	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf3	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Gclm	5.235294	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0
Foxp2	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Fgd6	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
E2f5	5.235294	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0
E130308A19Rik	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Dnajc21	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Ceacam1	5.235294	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cct2	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Aff4	5.235294	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
9030624G23Rik	5.235294	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0
Zfp341	5.176471	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
Tnfrsf11a	5.176471	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0
Snu13	5.176471	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc41a1	5.176471	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35f3	5.176471	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
Sfrp2	5.176471	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec22a	5.176471	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ror2	5.176471	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
Myef2	5.176471	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0
Mlh1	5.176471	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0
Me2	5.176471	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0
Kif21a	5.176471	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
Gng3	5.176471	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0
Gab1	5.176471	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
Epm2aip1	5.176471	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0
Ece1	5.176471	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crtc1	5.176471	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
Cdkn1b	5.176471	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc93	5.176471	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
Blmh	5.176471	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
Atg5	5.176471	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
Arid3b	5.176471	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apc	5.176471	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0
1700001K19Rik	5.176471	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp786	5.117647	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Zfp267	5.117647	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Wdr60	5.117647	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Vrk2	5.117647	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Ttc14	5.117647	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Trpc6	5.117647	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Tollip	5.117647	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Tmem178	5.117647	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Tex12	5.117647	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Tasor2	5.117647	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0
Syt10	5.117647	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Sypl2	5.117647	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
