Target_genes	Pitx1|Average	SRX195355|Hindlimb	SRX195357|Hindlimb	SRX2978809|Hindlimb	SRX3205484|Squamous_cell_carcinoma	SRX3205486|Squamous_cell_carcinoma	SRX3205490|Squamous_cell_carcinoma	SRX3205491|Squamous_cell_carcinoma	SRX5283003|Squamous_cell_carcinoma	STRING
Timeless	15.375000	0	0	123	0	0	0	0	0	0
Srrm1	15.375000	0	0	123	0	0	0	0	0	0
Meig1	15.375000	123	0	0	0	0	0	0	0	0
Mapre2	15.375000	0	0	123	0	0	0	0	0	0
Gorab	15.375000	0	0	123	0	0	0	0	0	0
Donson	15.375000	0	0	0	123	0	0	0	0	0
Dclre1c	15.375000	123	0	0	0	0	0	0	0	0
Bmpr1a	15.375000	0	0	123	0	0	0	0	0	0
Birc3	15.375000	0	0	123	0	0	0	0	0	0
Bag3	15.375000	0	0	123	0	0	0	0	0	0
Atp10d	15.375000	0	0	0	0	0	123	0	0	0
1700003E16Rik	15.375000	0	0	123	0	0	0	0	0	0
Wdr89	15.250000	0	122	0	0	0	0	0	0	0
Usp36	15.250000	122	0	0	0	0	0	0	0	0
Uqcc3	15.250000	0	0	122	0	0	0	0	0	0
Shoc2	15.250000	0	0	122	0	0	0	0	0	0
Scarb1	15.250000	0	0	122	0	0	0	0	0	0
Rps27l	15.250000	0	0	122	0	0	0	0	0	0
Rap2b	15.250000	0	0	122	0	0	0	0	0	0
Ptov1	15.250000	0	0	122	0	0	0	0	0	0
Npc2	15.250000	0	0	122	0	0	0	0	0	0
Mtrex	15.250000	0	0	122	0	0	0	0	0	0
Msl1	15.250000	0	0	122	0	0	0	0	0	0
Isca2	15.250000	0	0	122	0	0	0	0	0	0
H4c12	15.250000	0	0	0	0	0	122	0	0	0
H2bc15	15.250000	0	0	0	0	0	122	0	0	0
H2ac15	15.250000	0	0	0	0	0	122	0	0	0
Flrt1	15.250000	0	0	122	0	0	0	0	0	0
Drc1	15.250000	0	0	0	0	0	122	0	0	0
Dmtn	15.250000	0	0	122	0	0	0	0	0	0
Dhx29	15.250000	0	0	122	0	0	0	0	0	0
Chst15	15.250000	0	0	122	0	0	0	0	0	0
Bbip1	15.250000	0	0	122	0	0	0	0	0	0
Ash2l	15.250000	0	0	122	0	0	0	0	0	0
Adamts1	15.250000	0	0	122	0	0	0	0	0	0
Zfp865	15.125000	0	0	121	0	0	0	0	0	0
Zfp61	15.125000	0	0	121	0	0	0	0	0	0
Zfp524	15.125000	0	0	121	0	0	0	0	0	0
Zdhhc24	15.125000	0	0	121	0	0	0	0	0	0
Wdr11	15.125000	0	0	121	0	0	0	0	0	0
Utp23	15.125000	0	0	121	0	0	0	0	0	0
Tmpo	15.125000	0	0	121	0	0	0	0	0	0
Tmem59	15.125000	0	0	121	0	0	0	0	0	0
Tceanc2	15.125000	0	0	121	0	0	0	0	0	0
Supt4a	15.125000	0	0	121	0	0	0	0	0	0
Smc6	15.125000	0	0	121	0	0	0	0	0	0
Smagp	15.125000	0	0	121	0	0	0	0	0	0
Shf	15.125000	0	0	121	0	0	0	0	0	0
Scn4a	15.125000	0	0	121	0	0	0	0	0	0
S100a3	15.125000	0	0	121	0	0	0	0	0	0
S100a2	15.125000	0	0	121	0	0	0	0	0	0
Pola2	15.125000	0	0	121	0	0	0	0	0	0
Poglut3	15.125000	0	0	121	0	0	0	0	0	0
Pih1d2	15.125000	0	0	121	0	0	0	0	0	0
Pde1a	15.125000	0	0	121	0	0	0	0	0	0
Pcf11	15.125000	0	0	121	0	0	0	0	0	0
Parp2	15.125000	0	0	121	0	0	0	0	0	0
Olfr608	15.125000	0	0	121	0	0	0	0	0	0
Olfml1	15.125000	0	0	121	0	0	0	0	0	0
Nkapd1	15.125000	0	0	121	0	0	0	0	0	0
Mfsd4b1	15.125000	0	0	121	0	0	0	0	0	0
Map2	15.125000	0	0	121	0	0	0	0	0	0
Ltn1	15.125000	0	0	121	0	0	0	0	0	0
Klk4	15.125000	0	0	121	0	0	0	0	0	0
Klhl25	15.125000	0	0	121	0	0	0	0	0	0
Hspa1l	15.125000	0	0	121	0	0	0	0	0	0
Hspa1a	15.125000	0	0	121	0	0	0	0	0	0
H2-T24	15.125000	0	0	0	0	0	121	0	0	0
Gsx2	15.125000	0	0	121	0	0	0	0	0	0
Gm536	15.125000	0	0	121	0	0	0	0	0	0
Gen1	15.125000	0	0	121	0	0	0	0	0	0
Erlin2	15.125000	0	0	121	0	0	0	0	0	0
Eps8	15.125000	0	0	0	0	0	121	0	0	0
Emc4	15.125000	0	0	121	0	0	0	0	0	0
Dync2h1	15.125000	0	0	121	0	0	0	0	0	0
Dpp9	15.125000	0	0	121	0	0	0	0	0	0
Dnttip2	15.125000	0	0	121	0	0	0	0	0	0
Dcun1d5	15.125000	0	0	121	0	0	0	0	0	0
Cth	15.125000	0	0	121	0	0	0	0	0	0
Ctdp1	15.125000	0	0	121	0	0	0	0	0	0
Chrnb2	15.125000	0	0	121	0	0	0	0	0	0
Ccdc6	15.125000	0	0	121	0	0	0	0	0	0
Cap1	15.125000	0	0	121	0	0	0	0	0	0
Btg1	15.125000	0	0	121	0	0	0	0	0	0
Ank2	15.125000	0	0	121	0	0	0	0	0	0
Alx4	15.125000	0	0	121	0	0	0	0	0	0
Alg8	15.125000	0	0	121	0	0	0	0	0	0
Akr1e1	15.125000	0	0	121	0	0	0	0	0	0
Actn3	15.125000	0	0	121	0	0	0	0	0	0
Swsap1	15.000000	0	0	120	0	0	0	0	0	0
Sgcd	15.000000	120	0	0	0	0	0	0	0	0
Rpl37	15.000000	0	0	120	0	0	0	0	0	0
Mtap	15.000000	0	0	120	0	0	0	0	0	0
Mis18bp1	15.000000	0	0	120	0	0	0	0	0	0
Mcc	15.000000	0	0	120	0	0	0	0	0	0
Klhdc10	15.000000	0	0	120	0	0	0	0	0	0
Jpt1	15.000000	0	0	120	0	0	0	0	0	0
Irf8	15.000000	0	0	120	0	0	0	0	0	0
Col1a2	15.000000	0	0	120	0	0	0	0	0	0
Barx2	15.000000	0	0	120	0	0	0	0	0	0
Atg4d	15.000000	0	0	120	0	0	0	0	0	0
Abca3	15.000000	0	0	120	0	0	0	0	0	0
Abca17	15.000000	0	0	120	0	0	0	0	0	0
1700013G24Rik	15.000000	0	0	0	0	0	120	0	0	0
Sox6	14.875000	0	0	119	0	0	0	0	0	0
Rere	14.875000	0	0	119	0	0	0	0	0	0
Psma8	14.875000	0	0	119	0	0	0	0	0	0
Psip1	14.875000	0	0	119	0	0	0	0	0	0
Mphosph6	14.875000	0	0	119	0	0	0	0	0	0
Macroh2a2	14.875000	0	0	119	0	0	0	0	0	0
Gtf2a1	14.875000	0	0	119	0	0	0	0	0	0
Gm10639	14.875000	0	0	0	0	0	119	0	0	0
Csrp1	14.875000	0	0	119	0	0	0	0	0	0
Ckb	14.875000	0	0	119	0	0	0	0	0	0
Zmynd10	14.750000	0	0	118	0	0	0	0	0	0
Zkscan8	14.750000	0	0	0	0	0	118	0	0	0
Zfp24	14.750000	118	0	0	0	0	0	0	0	0
Vpreb1	14.750000	0	0	0	0	0	118	0	0	0
Umad1	14.750000	0	0	118	0	0	0	0	0	0
Trim28	14.750000	0	0	118	0	0	0	0	0	0
Top3b	14.750000	0	0	0	0	0	118	0	0	0
Tmub2	14.750000	0	0	118	0	0	0	0	0	0
Tmem198b	14.750000	0	0	118	0	0	0	0	0	0
Sox5	14.750000	0	0	118	0	0	0	0	0	0
Rpa3	14.750000	0	0	118	0	0	0	0	0	0
Rassf1	14.750000	0	0	118	0	0	0	0	0	0
Rab3a	14.750000	0	0	118	0	0	0	0	0	0
Prrxl1	14.750000	0	0	118	0	0	0	0	0	0
Phldb1	14.750000	0	0	118	0	0	0	0	0	0
Nr2e1	14.750000	0	0	118	0	0	0	0	0	0
Nprl2	14.750000	0	0	118	0	0	0	0	0	0
Mcrs1	14.750000	0	0	118	0	0	0	0	0	0
Lrp4	14.750000	0	0	118	0	0	0	0	0	0
Kifc3	14.750000	0	118	0	0	0	0	0	0	0
Kdm8	14.750000	0	0	118	0	0	0	0	0	0
Itgb8	14.750000	0	0	118	0	0	0	0	0	0
Igll1	14.750000	0	0	0	0	0	118	0	0	0
Fgf9	14.750000	0	0	118	0	0	0	0	0	0
Eloa	14.750000	0	0	118	0	0	0	0	0	0
Dnajc14	14.750000	0	0	118	0	0	0	0	0	0
Cyb5r4	14.750000	0	118	0	0	0	0	0	0	0
Cyb561d2	14.750000	0	0	118	0	0	0	0	0	0
Csrnp3	14.750000	0	0	118	0	0	0	0	0	0
Bola1	14.750000	0	0	118	0	0	0	0	0	0
Acp5	14.750000	0	0	0	0	0	118	0	0	0
Zfp978	14.625000	0	0	117	0	0	0	0	0	0
Ush2a	14.625000	0	0	117	0	0	0	0	0	0
Slc39a3	14.625000	0	0	117	0	0	0	0	0	0
Selenos	14.625000	0	0	117	0	0	0	0	0	0
Prr5l	14.625000	0	0	117	0	0	0	0	0	0
Ndufs1	14.625000	0	0	117	0	0	0	0	0	0
Ncapd2	14.625000	0	0	117	0	0	0	0	0	0
Mrpl51	14.625000	0	0	117	0	0	0	0	0	0
Hoxd10	14.625000	0	0	117	0	0	0	0	0	0
Gm4925	14.625000	0	0	117	0	0	0	0	0	0
Ets2	14.625000	0	0	117	0	0	0	0	0	0
Eef1b2	14.625000	0	0	117	0	0	0	0	0	0
Cep112	14.625000	0	0	117	0	0	0	0	0	0
Arl1	14.625000	0	0	117	0	0	0	0	0	0
Apod	14.625000	0	0	117	0	0	0	0	0	0
Zfp7	14.500000	0	0	116	0	0	0	0	0	0
Wasf1	14.500000	0	0	116	0	0	0	0	0	0
Prpf38a	14.500000	0	0	116	0	0	0	0	0	0
Prex1	14.500000	0	0	116	0	0	0	0	0	0
Plekhg2	14.500000	0	0	116	0	0	0	0	0	0
Pax2	14.500000	0	0	116	0	0	0	0	0	0
Parp16	14.500000	0	0	116	0	0	0	0	0	0
Orc1	14.500000	0	0	116	0	0	0	0	0	0
Nme2	14.500000	0	0	116	0	0	0	0	0	0
Kif11	14.500000	0	0	116	0	0	0	0	0	0
Irak2	14.500000	0	0	116	0	0	0	0	0	0
Gstt2	14.500000	0	0	116	0	0	0	0	0	0
Elp5	14.500000	0	0	116	0	0	0	0	0	0
Ctdnep1	14.500000	0	0	116	0	0	0	0	0	0
Cltb	14.500000	0	0	0	0	0	116	0	0	0
Cdc40	14.500000	0	0	116	0	0	0	0	0	0
Spns2	14.375000	0	0	0	0	0	115	0	0	0
Sox11	14.375000	0	0	115	0	0	0	0	0	0
Slc2a4	14.375000	115	0	0	0	0	0	0	0	0
Rpl36	14.375000	0	0	115	0	0	0	0	0	0
Myo1b	14.375000	0	0	115	0	0	0	0	0	0
Micos13	14.375000	0	0	115	0	0	0	0	0	0
Lgals12	14.375000	0	0	115	0	0	0	0	0	0
Exoc3l2	14.375000	0	0	115	0	0	0	0	0	0
Dock9	14.375000	0	0	115	0	0	0	0	0	0
Ddr1	14.375000	0	0	0	0	115	0	0	0	0
Atp6v0e2	14.375000	0	0	115	0	0	0	0	0	0
Alkbh6	14.375000	0	0	115	0	0	0	0	0	0
Usp4	14.250000	0	0	114	0	0	0	0	0	0
Uba3	14.250000	0	0	114	0	0	0	0	0	0
Tlk1	14.250000	0	0	114	0	0	0	0	0	0
Tfip11	14.250000	114	0	0	0	0	0	0	0	0
Tdo2	14.250000	0	0	114	0	0	0	0	0	0
Supt4b	14.250000	0	0	114	0	0	0	0	0	0
Sumo2	14.250000	0	0	114	0	0	0	0	0	0
Stx8	14.250000	0	0	114	0	0	0	0	0	0
St8sia1	14.250000	0	0	114	0	0	0	0	0	0
Sox8	14.250000	0	0	114	0	0	0	0	0	0
Slc27a1	14.250000	0	0	114	0	0	0	0	0	0
Setd3	14.250000	0	0	114	0	0	0	0	0	0
Sec63	14.250000	0	0	114	0	0	0	0	0	0
Scmh1	14.250000	0	0	114	0	0	0	0	0	0
Rpl36a	14.250000	0	0	114	0	0	0	0	0	0
Rpain	14.250000	0	0	114	0	0	0	0	0	0
Psmb3	14.250000	0	0	114	0	0	0	0	0	0
Ppy	14.250000	0	0	114	0	0	0	0	0	0
Pou3f1	14.250000	0	0	114	0	0	0	0	0	0
Pinx1	14.250000	0	0	114	0	0	0	0	0	0
Pgf	14.250000	0	0	114	0	0	0	0	0	0
Pdcl3	14.250000	0	0	114	0	0	0	0	0	0
Pcgf2	14.250000	0	0	114	0	0	0	0	0	0
Nxnl1	14.250000	0	0	114	0	0	0	0	0	0
Nsun4	14.250000	0	0	114	0	0	0	0	0	0
Nppb	14.250000	0	0	0	0	0	114	0	0	0
Ndufb8	14.250000	0	0	114	0	0	0	0	0	0
Ncor1	14.250000	0	0	114	0	0	0	0	0	0
Mup8	14.250000	0	0	114	0	0	0	0	0	0
Mtfp1	14.250000	0	0	114	0	0	0	0	0	0
Mrps24	14.250000	0	0	114	0	0	0	0	0	0
Mc5r	14.250000	114	0	0	0	0	0	0	0	0
Lrrc9	14.250000	0	0	114	0	0	0	0	0	0
Kxd1	14.250000	114	0	0	0	0	0	0	0	0
Klf16	14.250000	0	0	114	0	0	0	0	0	0
Ing3	14.250000	0	0	114	0	0	0	0	0	0
Igsf8	14.250000	0	0	114	0	0	0	0	0	0
Ift172	14.250000	0	0	114	0	0	0	0	0	0
Gprc5c	14.250000	0	0	114	0	0	0	0	0	0
Gm36298	14.250000	0	0	114	0	0	0	0	0	0
Gjb6	14.250000	0	0	114	0	0	0	0	0	0
Ggt5	14.250000	114	0	0	0	0	0	0	0	0
Fndc4	14.250000	0	0	114	0	0	0	0	0	0
Fkbp8	14.250000	114	0	0	0	0	0	0	0	0
Farsa	14.250000	0	0	114	0	0	0	0	0	0
Faap24	14.250000	0	0	114	0	0	0	0	0	0
Eif2s3x	14.250000	0	0	114	0	0	0	0	0	0
Dusp10	14.250000	0	0	114	0	0	0	0	0	0
Dctn6	14.250000	0	0	114	0	0	0	0	0	0
Cry1	14.250000	0	0	114	0	0	0	0	0	0
Cpn2	14.250000	0	0	114	0	0	0	0	0	0
Coq8a	14.250000	0	0	114	0	0	0	0	0	0
Cog6	14.250000	0	0	114	0	0	0	0	0	0
Cnn1	14.250000	0	0	114	0	0	0	0	0	0
Cfap52	14.250000	0	0	114	0	0	0	0	0	0
Ccnk	14.250000	0	0	114	0	0	0	0	0	0
Ccdc14	14.250000	0	0	114	0	0	0	0	0	0
Btk	14.250000	0	0	114	0	0	0	0	0	0
B3gnt4	14.250000	0	0	114	0	0	0	0	0	0
Atf6	14.250000	0	0	114	0	0	0	0	0	0
Arl6ip5	14.250000	0	0	114	0	0	0	0	0	0
Abhd17b	14.250000	0	0	114	0	0	0	0	0	0
1700056E22Rik	14.250000	0	0	114	0	0	0	0	0	0
1110059E24Rik	14.250000	0	0	114	0	0	0	0	0	0
Ubc	14.125000	0	0	0	0	0	113	0	0	0
Tsen54	14.125000	0	0	113	0	0	0	0	0	0
Tmem102	14.125000	0	0	113	0	0	0	0	0	0
Tiam1	14.125000	0	0	113	0	0	0	0	0	0
Rps12	14.125000	0	0	113	0	0	0	0	0	0
Rnf145	14.125000	0	0	113	0	0	0	0	0	0
Ntf3	14.125000	0	0	113	0	0	0	0	0	0
Mybbp1a	14.125000	0	0	113	0	0	0	0	0	0
Igdcc3	14.125000	0	0	113	0	0	0	0	0	0
Hoxb8	14.125000	0	0	113	0	0	0	0	0	0
Hoxb7	14.125000	0	0	113	0	0	0	0	0	0
Fgf11	14.125000	0	0	113	0	0	0	0	0	0
Epc1	14.125000	0	0	113	0	0	0	0	0	0
Cpa1	14.125000	0	0	113	0	0	0	0	0	0
Chrnb1	14.125000	0	0	113	0	0	0	0	0	0
Chd2	14.125000	0	0	113	0	0	0	0	0	0
Caskin2	14.125000	0	0	113	0	0	0	0	0	0
Zfp473	14.000000	0	0	112	0	0	0	0	0	0
Vrk3	14.000000	0	0	112	0	0	0	0	0	0
Tspan9	14.000000	0	0	112	0	0	0	0	0	0
Sart3	14.000000	0	0	112	0	0	0	0	0	0
Prorp	14.000000	0	0	112	0	0	0	0	0	0
Prkcsh	14.000000	0	0	112	0	0	0	0	0	0
Nid2	14.000000	0	0	112	0	0	0	0	0	0
Mrgprh	14.000000	0	0	112	0	0	0	0	0	0
Mas1	14.000000	0	0	112	0	0	0	0	0	0
Kcnh3	14.000000	0	0	112	0	0	0	0	0	0
Iscu	14.000000	0	0	112	0	0	0	0	0	0
Derl1	14.000000	0	0	112	0	0	0	0	0	0
Crebrf	14.000000	0	0	112	0	0	0	0	0	0
Ccdc151	14.000000	0	0	112	0	0	0	0	0	0
Akr1b8	14.000000	0	0	112	0	0	0	0	0	0
Adcyap1	14.000000	0	0	112	0	0	0	0	0	0
Rsl1d1	13.875000	0	0	111	0	0	0	0	0	0
Ptk2	13.875000	0	0	111	0	0	0	0	0	0
Ppid	13.875000	0	0	111	0	0	0	0	0	0
Nfic	13.875000	0	0	111	0	0	0	0	0	0
Mtmr4	13.875000	0	0	111	0	0	0	0	0	0
Leprot	13.875000	0	0	111	0	0	0	0	0	0
Itprid2	13.875000	0	0	111	0	0	0	0	0	0
Gnai2	13.875000	0	111	0	0	0	0	0	0	0
Galnt16	13.875000	0	0	111	0	0	0	0	0	0
Gabpb1	13.875000	0	111	0	0	0	0	0	0	0
Fibin	13.875000	0	0	111	0	0	0	0	0	0
Exd2	13.875000	0	0	111	0	0	0	0	0	0
Alad	13.875000	0	0	111	0	0	0	0	0	0
Yipf1	13.750000	0	0	110	0	0	0	0	0	0
Ubxn7	13.750000	0	0	110	0	0	0	0	0	0
Tcf7	13.750000	0	110	0	0	0	0	0	0	0
Stk38	13.750000	0	0	110	0	0	0	0	0	0
Slc35g3	13.750000	0	0	110	0	0	0	0	0	0
Sde2	13.750000	0	0	110	0	0	0	0	0	0
Samd14	13.750000	0	0	110	0	0	0	0	0	0
Rac1	13.750000	0	0	110	0	0	0	0	0	0
Pradc1	13.750000	0	0	110	0	0	0	0	0	0
Polr2a	13.750000	0	0	110	0	0	0	0	0	0
Nova1	13.750000	0	0	110	0	0	0	0	0	0
Nedd8	13.750000	0	0	110	0	0	0	0	0	0
Naa80	13.750000	0	0	110	0	0	0	0	0	0
Mgrn1	13.750000	0	0	110	0	0	0	0	0	0
Khdrbs1	13.750000	0	0	110	0	0	0	0	0	0
Hyal3	13.750000	0	0	110	0	0	0	0	0	0
Gmpr2	13.750000	0	0	110	0	0	0	0	0	0
Csnk1g2	13.750000	110	0	0	0	0	0	0	0	0
Cct7	13.750000	0	0	110	0	0	0	0	0	0
Canx	13.750000	0	0	110	0	0	0	0	0	0
Tdrd3	13.625000	0	0	109	0	0	0	0	0	0
Snai2	13.625000	0	0	109	0	0	0	0	0	0
Rsf1	13.625000	0	0	109	0	0	0	0	0	0
Rdh11	13.625000	0	0	109	0	0	0	0	0	0
Phyhip	13.625000	0	0	109	0	0	0	0	0	0
Pcdh9	13.625000	0	0	109	0	0	0	0	0	0
Lmbr1l	13.625000	0	0	0	0	0	109	0	0	0
Krt15	13.625000	0	0	0	0	0	109	0	0	0
Evi5	13.625000	0	0	109	0	0	0	0	0	0
Cblb	13.625000	0	0	109	0	0	0	0	0	0
Axin2	13.625000	0	0	109	0	0	0	0	0	0
Accs	13.625000	0	0	109	0	0	0	0	0	0
Aamdc	13.625000	0	0	109	0	0	0	0	0	0
Zup1	13.500000	0	108	0	0	0	0	0	0	0
Tubd1	13.500000	0	0	108	0	0	0	0	0	0
Tmem53	13.500000	0	0	108	0	0	0	0	0	0
Timm21	13.500000	0	0	108	0	0	0	0	0	0
Tcf21	13.500000	0	0	108	0	0	0	0	0	0
Tanc1	13.500000	0	0	108	0	0	0	0	0	0
Sostdc1	13.500000	0	0	108	0	0	0	0	0	0
Skap2	13.500000	0	0	108	0	0	0	0	0	0
Rps6kb1	13.500000	0	0	108	0	0	0	0	0	0
Otub1	13.500000	0	0	108	0	0	0	0	0	0
Nsa2	13.500000	0	0	108	0	0	0	0	0	0
Nadk2	13.500000	0	0	108	0	0	0	0	0	0
Hsd17b7	13.500000	0	0	108	0	0	0	0	0	0
Greb1	13.500000	0	0	108	0	0	0	0	0	0
Gfm2	13.500000	0	0	108	0	0	0	0	0	0
Galnt5	13.500000	0	0	108	0	0	0	0	0	0
Fbxo15	13.500000	0	0	108	0	0	0	0	0	0
Dars	13.500000	0	0	0	0	0	108	0	0	0
Aspscr1	13.500000	0	0	0	0	0	108	0	0	0
Armh1	13.500000	0	0	108	0	0	0	0	0	0
Zfp462	13.375000	0	0	107	0	0	0	0	0	0
Zfp455	13.375000	0	0	107	0	0	0	0	0	0
Zfp369	13.375000	0	0	107	0	0	0	0	0	0
Tyw3	13.375000	0	107	0	0	0	0	0	0	0
Ttc8	13.375000	0	0	107	0	0	0	0	0	0
Treml4	13.375000	0	107	0	0	0	0	0	0	0
Thoc1	13.375000	0	0	107	0	0	0	0	0	0
Tbce	13.375000	0	0	107	0	0	0	0	0	0
Tarbp2	13.375000	0	0	107	0	0	0	0	0	0
Slc26a6	13.375000	0	0	107	0	0	0	0	0	0
Slc25a53	13.375000	0	0	107	0	0	0	0	0	0
Sgip1	13.375000	0	0	107	0	0	0	0	0	0
Sdad1	13.375000	0	0	107	0	0	0	0	0	0
Rnf13	13.375000	0	0	107	0	0	0	0	0	0
Rexo4	13.375000	0	0	107	0	0	0	0	0	0
Rccd1	13.375000	0	0	107	0	0	0	0	0	0
Pccb	13.375000	0	0	107	0	0	0	0	0	0
Pard6b	13.375000	0	0	107	0	0	0	0	0	0
Pacsin1	13.375000	0	0	107	0	0	0	0	0	0
Nup50	13.375000	107	0	0	0	0	0	0	0	0
Nsun6	13.375000	0	0	107	0	0	0	0	0	0
Nradd	13.375000	0	0	107	0	0	0	0	0	0
Mynn	13.375000	0	0	107	0	0	0	0	0	0
Mturn	13.375000	0	0	107	0	0	0	0	0	0
Mex3a	13.375000	0	0	107	0	0	0	0	0	0
Mettl17	13.375000	0	0	107	0	0	0	0	0	0
Map3k12	13.375000	0	0	107	0	0	0	0	0	0
Hdac9	13.375000	0	0	107	0	0	0	0	0	0
Hagh	13.375000	0	0	107	0	0	0	0	0	0
Gstm1	13.375000	0	0	107	0	0	0	0	0	0
Furin	13.375000	0	0	107	0	0	0	0	0	0
Fahd1	13.375000	0	0	107	0	0	0	0	0	0
Etnk1	13.375000	0	0	107	0	0	0	0	0	0
Ercc3	13.375000	0	0	107	0	0	0	0	0	0
Elk3	13.375000	0	0	107	0	0	0	0	0	0
Dhrs4	13.375000	0	0	107	0	0	0	0	0	0
Dcaf12	13.375000	0	0	107	0	0	0	0	0	0
Cryz	13.375000	0	107	0	0	0	0	0	0	0
Cpeb3	13.375000	0	0	107	0	0	0	0	0	0
Coa3	13.375000	0	0	107	0	0	0	0	0	0
Cntd1	13.375000	0	0	107	0	0	0	0	0	0
Bzw1	13.375000	0	0	107	0	0	0	0	0	0
Arl5b	13.375000	0	0	107	0	0	0	0	0	0
Akap11	13.375000	0	0	107	0	0	0	0	0	0
Adamtsl2	13.375000	0	0	107	0	0	0	0	0	0
Actrt3	13.375000	0	0	107	0	0	0	0	0	0
Abcc10	13.375000	0	0	107	0	0	0	0	0	0
1700008O03Rik	13.375000	0	0	107	0	0	0	0	0	0
Wipf1	13.250000	0	0	106	0	0	0	0	0	0
Skor2	13.250000	0	0	106	0	0	0	0	0	0
Sfpq	13.250000	0	0	106	0	0	0	0	0	0
Plcd3	13.250000	0	0	106	0	0	0	0	0	0
Pde6c	13.250000	0	0	106	0	0	0	0	0	0
Ncald	13.250000	0	0	106	0	0	0	0	0	0
Mettl16	13.250000	0	0	106	0	0	0	0	0	0
Klf6	13.250000	0	0	106	0	0	0	0	0	0
Hpgd	13.250000	0	0	106	0	0	0	0	0	0
Hipk2	13.250000	0	0	106	0	0	0	0	0	0
Foxf1	13.250000	0	0	106	0	0	0	0	0	0
Col25a1	13.250000	0	0	106	0	0	0	0	0	0
Clptm1	13.250000	0	0	106	0	0	0	0	0	0
Cat	13.250000	0	0	106	0	0	0	0	0	0
Arhgap19	13.250000	0	0	106	0	0	0	0	0	0
Ap2s1	13.250000	0	0	106	0	0	0	0	0	0
Ankrd35	13.250000	0	0	106	0	0	0	0	0	0
Acbd4	13.250000	0	0	106	0	0	0	0	0	0
Trip6	13.125000	0	0	105	0	0	0	0	0	0
Srebf2	13.125000	0	0	105	0	0	0	0	0	0
Ptpn4	13.125000	0	0	0	105	0	0	0	0	0
Neil1	13.125000	0	0	105	0	0	0	0	0	0
Mrpl21	13.125000	0	0	0	105	0	0	0	0	0
Incenp	13.125000	0	0	105	0	0	0	0	0	0
Ilvbl	13.125000	0	0	105	0	0	0	0	0	0
Ighmbp2	13.125000	0	0	0	105	0	0	0	0	0
Fzd3	13.125000	0	0	105	0	0	0	0	0	0
Fetub	13.125000	0	0	0	0	0	105	0	0	0
Fbxo16	13.125000	0	0	105	0	0	0	0	0	0
Dnm1	13.125000	0	0	105	0	0	0	0	0	0
Copz2	13.125000	0	0	105	0	0	0	0	0	0
Cep97	13.125000	0	0	105	0	0	0	0	0	0
Ccnd3	13.125000	0	0	105	0	0	0	0	0	0
Adamts12	13.125000	0	0	105	0	0	0	0	0	0
Washc2	13.000000	0	0	104	0	0	0	0	0	0
Twist2	13.000000	0	0	104	0	0	0	0	0	0
Tasor2	13.000000	0	0	104	0	0	0	0	0	0
Spdye4b	13.000000	104	0	0	0	0	0	0	0	0
Slc5a6	13.000000	0	0	0	0	0	104	0	0	0
Slc1a3	13.000000	0	0	104	0	0	0	0	0	0
Sgo2a	13.000000	104	0	0	0	0	0	0	0	0
Rpl6	13.000000	0	0	104	0	0	0	0	0	0
Rpl38	13.000000	0	0	104	0	0	0	0	0	0
Rbak	13.000000	104	0	0	0	0	0	0	0	0
Mn1	13.000000	0	0	104	0	0	0	0	0	0
Ism1	13.000000	0	0	104	0	0	0	0	0	0
Ints14	13.000000	0	0	104	0	0	0	0	0	0
Dnajb5	13.000000	0	0	104	0	0	0	0	0	0
Cyp8b1	13.000000	0	0	0	0	0	104	0	0	0
Atraid	13.000000	0	0	0	0	0	104	0	0	0
App	13.000000	0	0	104	0	0	0	0	0	0
Tuba1a	12.875000	0	0	103	0	0	0	0	0	0
Spc24	12.875000	0	0	103	0	0	0	0	0	0
Sfxn2	12.875000	0	0	103	0	0	0	0	0	0
Pten	12.875000	0	0	103	0	0	0	0	0	0
Nectin1	12.875000	0	0	103	0	0	0	0	0	0
Krt39	12.875000	0	0	0	0	0	103	0	0	0
Irx3	12.875000	0	0	103	0	0	0	0	0	0
H2bc14	12.875000	0	0	0	0	0	103	0	0	0
Ggnbp2	12.875000	0	0	103	0	0	0	0	0	0
Frg2f1	12.875000	0	0	0	0	0	103	0	0	0
Foxj3	12.875000	0	0	0	0	0	103	0	0	0
Arl3	12.875000	0	0	103	0	0	0	0	0	0
Zmym2	12.750000	0	0	102	0	0	0	0	0	0
Wnt6	12.750000	0	0	102	0	0	0	0	0	0
Ppp2ca	12.750000	102	0	0	0	0	0	0	0	0
Pnrc1	12.750000	0	0	102	0	0	0	0	0	0
Nrbf2	12.750000	0	0	102	0	0	0	0	0	0
Mup9	12.750000	0	0	102	0	0	0	0	0	0
Kif20a	12.750000	0	0	102	0	0	0	0	0	0
Itpr1	12.750000	0	0	102	0	0	0	0	0	0
Itm2c	12.750000	0	0	102	0	0	0	0	0	0
Gm5431	12.750000	0	0	0	102	0	0	0	0	0
Crispld2	12.750000	0	0	102	0	0	0	0	0	0
Brd8	12.750000	0	0	102	0	0	0	0	0	0
Tk1	12.625000	0	0	101	0	0	0	0	0	0
Sub1	12.625000	0	0	101	0	0	0	0	0	0
Slc6a4	12.625000	0	0	101	0	0	0	0	0	0
