Target_genes	Nfe2l2|Average	SRX1606411|C2C12	SRX1606412|C2C12	SRX21026467|Cerebral_Cortex	SRX21026468|Cerebral_Cortex	SRX21026469|Cerebral_Cortex	SRX21026470|Cerebral_Cortex	SRX21026476|Cerebral_Cortex	SRX21026477|Cerebral_Cortex	SRX21026478|Cerebral_Cortex	SRX21026479|Cerebral_Cortex	SRX188820|CH12	SRX5006896|Esophagus	SRX5006897|Esophagus	SRX5006898|Esophagus	SRX3630637|Liver	SRX3630638|Liver	DRX036572|Macrophages	DRX036573|Macrophages	DRX036574|Macrophages	DRX036575|Macrophages	DRX036576|Macrophages	DRX036577|Macrophages	SRX1438291|Macrophages	SRX1438293|Macrophages	SRX1438295|Macrophages	SRX1438297|Macrophages	SRX1438299|Macrophages	SRX1438301|Macrophages	SRX13081923|MEF	SRX13081924|MEF	SRX13081925|MEF	SRX13081926|MEF	SRX2191407|MEF	SRX2191408|MEF	SRX188811|MEL	SRX18863834|RAW_264.7	STRING
Ncapd3	12.388889	0	0	0	0	0	0	0	128	0	0	153	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpcat4	12.388889	0	0	0	0	0	0	0	141	0	180	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpl	12.388889	0	0	0	0	0	0	0	109	0	0	0	0	0	0	215	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cilp	12.388889	0	0	0	0	0	0	0	265	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cemip2	12.388889	0	0	0	0	0	119	0	122	0	109	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2ql1	12.361111	0	0	0	0	0	0	0	240	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppip5k1	12.361111	0	0	0	0	0	0	0	289	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parpbp	12.361111	0	0	0	0	0	139	0	107	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nup37	12.361111	0	0	0	0	0	139	0	107	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hibadh	12.361111	0	0	0	0	0	0	0	164	0	165	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fn3krp	12.361111	0	0	0	0	0	0	0	254	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctbs	12.361111	0	0	0	0	0	0	0	175	0	158	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ckmt1	12.361111	0	0	0	0	0	0	0	289	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3gat3	12.361111	0	0	0	0	0	0	0	190	0	120	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Antxr2	12.361111	0	0	0	93	0	0	0	177	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933411K16Rik	12.361111	0	0	0	0	0	0	0	158	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vav3	12.333333	0	0	0	0	0	0	0	279	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgm5	12.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr2f	12.333333	0	0	0	0	0	0	0	196	0	146	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtrf1l	12.333333	0	0	0	0	0	97	0	129	0	132	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcoln3	12.333333	0	0	0	0	0	0	0	202	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnn4	12.333333	0	0	0	0	0	110	0	147	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il12a	12.333333	0	0	0	0	0	120	0	127	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l4b	12.333333	0	0	0	0	0	0	0	225	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc97	12.333333	0	0	0	0	0	0	0	219	0	87	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap2a1	12.333333	0	0	0	0	0	0	0	110	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
1700088E04Rik	12.333333	0	0	0	0	0	0	0	196	0	146	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp472	12.305556	0	0	0	0	0	0	0	237	0	70	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem116	12.305556	0	0	0	0	0	0	0	182	0	103	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc14a1	12.305556	0	0	0	0	0	0	0	221	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Recql	12.305556	0	0	0	0	0	0	0	158	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hk3	12.305556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golt1b	12.305556	0	0	0	0	0	0	0	158	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erp29	12.305556	0	0	0	0	0	0	0	182	0	103	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAdacl4fm3	12.305556	0	0	0	107	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elovl1	12.277778	0	0	0	59	0	0	0	267	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daglb	12.277778	0	0	0	0	0	0	0	225	0	110	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc73	12.277778	0	0	0	0	0	0	0	180	0	122	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3	12.277778	0	0	0	0	0	186	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anapc7	12.277778	0	0	0	0	0	0	0	213	0	0	132	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ufc1	12.250000	0	0	0	0	0	0	0	127	0	122	84	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab43	12.250000	0	0	0	0	0	0	0	280	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpru	12.250000	0	0	0	0	0	0	0	147	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0
Pebp1	12.250000	0	0	0	0	0	0	0	205	0	85	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hivep2	12.250000	0	0	0	0	0	0	0	154	0	146	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep250	12.250000	0	0	0	0	0	0	0	138	0	0	164	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpv	12.250000	0	0	0	0	0	0	0	117	0	110	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bdkrb2	12.250000	0	0	0	0	0	141	0	189	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931414P19Rik	12.250000	0	0	0	0	0	0	0	170	0	134	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vtcn1	12.222222	0	0	0	0	0	0	0	286	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulf1	12.222222	0	0	0	0	0	65	0	191	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a5	12.222222	0	0	0	0	0	130	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptdss2	12.222222	0	0	0	0	0	0	0	175	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0
Micu3	12.222222	0	0	0	0	0	0	0	137	0	186	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grhl1	12.222222	0	0	0	0	0	0	0	329	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhod1	12.222222	0	0	0	0	0	130	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnaaf2	12.222222	0	0	0	0	0	0	0	191	0	127	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc5l	12.222222	0	0	0	0	0	0	0	152	0	106	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tirap	12.194444	0	0	0	0	0	111	0	213	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsl1	12.194444	0	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl17	12.194444	0	0	0	0	0	0	0	184	0	142	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf19a	12.194444	0	0	0	0	0	0	0	160	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plch1	12.194444	0	0	0	0	0	0	0	232	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mks1	12.194444	0	0	0	0	0	0	0	0	0	144	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0
Flt3l	12.194444	0	0	0	0	0	0	0	191	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csgalnact2	12.194444	0	0	0	77	0	0	0	191	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmppe	12.166667	0	0	0	0	0	0	0	233	0	93	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpain	12.166667	0	0	0	0	0	0	0	99	0	80	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rest	12.166667	0	0	0	0	0	0	0	104	0	136	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp5	12.166667	0	0	0	113	0	0	0	211	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbln1	12.166667	0	0	0	161	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Celf3	12.166667	0	0	0	0	0	0	0	209	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd164	12.166667	0	0	0	0	0	0	0	193	0	89	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capn7	12.166667	0	0	0	0	0	0	0	97	0	142	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bak1	12.166667	0	0	0	161	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc4h2	12.138889	0	0	0	0	0	0	0	117	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc4c	12.138889	0	0	0	0	0	0	0	185	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il13ra1	12.138889	0	0	0	0	0	0	0	237	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gzf1	12.138889	0	0	0	0	0	0	0	149	0	147	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eya1	12.138889	0	0	0	0	0	0	0	226	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clmp	12.138889	0	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts5	12.138889	0	0	0	0	0	0	0	144	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfx	12.111111	0	0	0	0	0	99	0	165	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp709	12.111111	0	0	0	0	0	0	0	117	0	203	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb20	12.111111	0	0	0	0	0	0	0	194	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem120a	12.111111	0	0	0	0	0	0	0	88	0	122	0	0	0	0	117	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptp4a2	12.111111	0	0	0	0	0	0	0	216	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msantd2	12.111111	0	0	0	87	0	0	0	118	0	0	96	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd5	12.111111	0	0	0	0	0	0	0	208	0	103	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcu	12.111111	0	0	0	0	0	0	0	266	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cped1	12.111111	0	0	0	114	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp5	12.111111	0	0	0	0	0	0	0	157	0	127	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calr	12.111111	0	0	0	0	0	0	0	185	0	92	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bag1	12.111111	0	0	0	0	0	0	0	157	0	127	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d2b	12.083333	0	0	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tada1	12.083333	0	0	0	0	0	0	0	173	0	145	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siah1a	12.083333	0	0	0	0	0	0	0	112	0	140	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scube3	12.083333	0	0	0	0	0	155	0	135	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100a14	12.083333	0	0	0	0	0	0	0	147	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0
Rhbdf1	12.083333	0	0	0	93	0	0	0	224	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpg	12.083333	0	0	0	93	0	0	0	224	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Memo1	12.083333	0	0	0	0	0	0	0	303	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdfic	12.083333	0	0	0	0	0	0	0	152	0	102	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox7a1	12.083333	0	0	0	0	0	0	0	116	0	202	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc84	12.083333	0	0	0	0	0	0	0	180	0	133	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brwd3	12.083333	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0
Arsj	12.083333	0	0	0	133	0	0	0	158	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb5	12.055556	0	0	0	0	0	0	0	106	0	0	211	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vsir	12.055556	0	0	0	0	0	86	0	176	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tent5c	12.055556	0	0	0	0	0	0	0	83	0	107	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphk1	12.055556	0	0	0	128	0	125	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppib	12.055556	0	0	0	0	0	0	0	158	0	121	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189b	12.055556	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ces2c	12.055556	0	0	0	0	0	164	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc14a	12.055556	0	0	0	0	0	0	0	291	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacng2	12.055556	0	0	0	0	0	0	0	323	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bscl2	12.055556	0	0	0	0	0	0	0	144	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard7	12.027778	0	0	0	0	0	0	0	126	0	108	75	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spg21	12.027778	0	0	0	0	0	142	0	87	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sh3glb2	12.027778	0	0	0	107	0	0	0	141	0	91	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pspn	12.027778	0	0	0	0	0	0	0	142	0	154	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maats1	12.027778	0	0	0	0	0	0	0	272	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dok4	12.027778	0	0	0	0	0	0	0	121	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2f	12.027778	0	0	0	154	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atrx	12.027778	0	0	0	0	0	132	0	154	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkbh7	12.027778	0	0	0	0	0	0	0	142	0	154	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp551	12.000000	0	0	0	0	0	0	0	202	0	100	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp319	12.000000	0	0	0	0	0	0	0	168	0	118	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr47	12.000000	0	0	0	151	0	0	0	147	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usb1	12.000000	0	0	0	0	0	0	0	168	0	118	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmx3	12.000000	0	0	0	0	0	0	0	219	0	108	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sort1	12.000000	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mppe1	12.000000	0	0	0	0	0	0	0	115	0	140	0	0	0	0	105	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kng2	12.000000	0	0	0	107	0	155	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl4a	12.000000	0	0	0	0	0	0	0	188	0	121	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921507P07Rik	12.000000	0	0	0	0	0	0	0	127	0	217	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp397	11.972222	0	0	0	0	0	0	0	147	0	136	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc12	11.972222	0	0	0	0	0	0	0	135	0	146	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rspo1	11.972222	0	0	0	172	0	120	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reln	11.972222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0
Pik3c2b	11.972222	0	0	0	0	0	0	0	88	0	117	0	0	0	0	134	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbpl1a	11.972222	0	0	0	185	0	0	0	130	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkain3	11.972222	0	0	0	0	0	0	0	272	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mief2	11.972222	0	0	0	0	0	0	0	153	0	135	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmtk3	11.972222	0	0	0	0	0	0	0	133	0	117	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnk13	11.972222	0	0	0	0	0	0	0	231	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gramd1b	11.972222	0	0	0	0	0	0	0	213	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flii	11.972222	0	0	0	0	0	0	0	153	0	135	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atad1	11.972222	0	0	0	0	0	0	0	174	0	171	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp36l2	11.944444	0	0	0	0	0	0	0	329	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp346	11.944444	0	0	0	0	0	0	0	272	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc7b	11.944444	0	0	0	0	0	0	0	329	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tm2d1	11.944444	0	0	0	0	0	0	0	137	0	164	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfxap	11.944444	0	0	0	0	0	0	0	213	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrch3	11.944444	0	0	0	0	0	0	0	211	0	93	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf11	11.944444	0	0	0	0	0	0	0	118	0	74	0	0	0	0	140	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmtn	11.944444	0	0	0	117	0	0	0	202	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132a	11.916667	0	0	0	0	0	0	0	250	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
