Target_genes	Gfi1|Average	SRX093162|Bone_Marrow_Cells	SRX6799360|Embryoid_Bodies	SRX16700226|Granulocytic-monocytic_progenitors	SRX7821117|Hematopoietic_progenitors	SRX349376|ILC2	SRX1939441|Lymphoid-primed_multipotent_progenitors	SRX1072347|Macrophages	SRX7415996|Macrophages	SRX206425|Mast_Cells	SRX5131513|Medulloblastoma	SRX5131514|Medulloblastoma	SRX1035395|mESC_derived_haematopoietic_progenitor	SRX1096803|Naive_T_cells	SRX1096804|Naive_T_cells	SRX1973345|Neurospheres	SRX1973346|Neurospheres	STRING
Cdh6	19.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0
2700081O15Rik	19.250000	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	83	0
Tnfrsf1a	19.187500	0	0	0	0	0	0	0	0	0	119	80	0	0	0	0	108	0
Snx7	19.187500	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snai3	19.187500	118	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0
Ptk7	19.187500	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	157	0
Osbpl7	19.187500	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nqo1	19.187500	0	0	0	0	0	0	0	0	0	113	94	0	0	0	0	100	0
Ngfr	19.187500	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0
Kbtbd13	19.187500	108	0	0	0	0	0	0	0	0	104	0	0	0	0	0	95	0
Gpr37	19.187500	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	204	0
Ccn3	19.187500	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0
Rad9a	19.125000	212	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptger3	19.125000	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0
Ptgdr	19.125000	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Fxyd4	19.125000	118	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Cd300e	19.125000	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd34b	19.125000	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	179	0
Zfp874a	19.062500	0	0	0	0	0	0	0	0	0	183	122	0	0	0	0	0	0
Sms	19.062500	155	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0
Slc4a4	19.062500	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	147	0
Peli3	19.062500	100	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
Gm39115	19.062500	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Zfp541	19.000000	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc27a3	19.000000	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	126	0
Plxdc2	19.000000	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	183	0
Mid2	19.000000	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	180	0
Gab3	19.000000	88	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0
Dlg3	19.000000	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	134	0
Cplx1	19.000000	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	172	0
Slc18a3	18.937500	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs14	18.937500	224	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otud5	18.937500	149	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0
Moxd1	18.937500	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	120	0
Efna2	18.937500	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc4	18.937500	118	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0
Dll1	18.937500	136	0	0	0	0	0	0	0	0	82	0	0	0	0	0	85	0
Chat	18.937500	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barhl2	18.937500	91	0	0	0	0	0	0	0	0	137	0	0	0	0	0	75	0
Siglecf	18.875000	0	0	0	151	0	151	0	0	0	0	0	0	0	0	0	0	0
Ror2	18.875000	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	132	0
Rem1	18.875000	0	0	0	0	0	102	0	0	200	0	0	0	0	0	0	0	0
Il10	18.875000	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr156	18.875000	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	126	0
Gas8	18.875000	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	177	0
Defb25	18.875000	0	0	0	0	0	102	0	0	200	0	0	0	0	0	0	0	0
Dbndd1	18.875000	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	177	0
Zfp459	18.812500	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Xkrx	18.812500	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfrp5	18.812500	0	0	0	0	0	0	0	0	0	104	98	0	0	0	0	99	0
Reln	18.812500	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	149	0
Pcdhb20	18.812500	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Nrbp2	18.812500	131	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0
Nkain2	18.812500	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Htr7	18.812500	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Gpx7	18.812500	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	134	0
Gpr21	18.812500	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5796	18.812500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0
Foxl2	18.812500	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebf4	18.812500	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	159	0
Zfp945	18.750000	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	152	0
Tex19.2	18.750000	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0
Myo16	18.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0
Hoxb3	18.750000	102	0	0	0	0	0	0	0	0	82	0	0	0	0	0	116	0
Edn2	18.750000	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	147	0
Dok6	18.750000	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Cercam	18.750000	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0
Adam18	18.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0
Zfp936	18.687500	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0
Sytl1	18.687500	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Steap4	18.687500	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	170	0
Gcnt1	18.687500	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fscn1	18.687500	114	0	0	0	0	0	0	0	0	94	0	0	0	0	0	91	0
Fry	18.687500	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	193	0
Cfap20dc	18.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0
Anxa1	18.687500	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy5	18.687500	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	137	0
Osbpl10	18.625000	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	128	0
Ms4a10	18.625000	0	0	0	148	0	150	0	0	0	0	0	0	0	0	0	0	0
Meox2	18.625000	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	150	0
Fam243	18.625000	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc113	18.625000	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	159	0
C1ql1	18.625000	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	94	0
Tspan32	18.562500	205	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0
Kcnj3	18.562500	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	117	0
Ifi203	18.562500	0	0	0	140	0	157	0	0	0	0	0	0	0	0	0	0	0
Fam189a1	18.562500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0
Bfsp1	18.562500	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcc8	18.562500	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdha7	18.500000	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
Olfr1033	18.500000	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0
Map3k21	18.500000	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	100	0
Kank3	18.500000	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	113	0
H2-Bl	18.500000	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0
Gm38667	18.500000	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0
Cldn34b2	18.500000	0	0	0	148	0	148	0	0	0	0	0	0	0	0	0	0	0
Ch25h	18.500000	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0
Wnt7a	18.437500	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	212	0
Trmt10b	18.437500	0	0	0	0	0	0	0	0	0	179	116	0	0	0	0	0	0
Tnfsf11	18.437500	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	170	0
Prrt3	18.437500	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	204	0
Oas1e	18.437500	0	0	0	149	0	146	0	0	0	0	0	0	0	0	0	0	0
Gm2115	18.437500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0
Eya4	18.437500	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	144	0
Adgrb1	18.437500	105	0	0	0	0	0	0	0	0	107	0	0	0	0	0	83	0
Ptprg	18.375000	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	124	0
Mcpt8	18.375000	0	0	0	147	0	147	0	0	0	0	0	0	0	0	0	0	0
Lamc2	18.375000	88	0	0	0	0	0	0	0	0	96	0	0	0	0	0	110	0
Fgf22	18.375000	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp455	18.312500	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc39a	18.312500	149	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0
Snx22	18.312500	188	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0
Slc6a4	18.312500	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0
Slc18b1	18.312500	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	162	0
Idi2	18.312500	169	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgfr3	18.312500	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	154	0
Ada	18.312500	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	155	0
AB124611	18.312500	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptgs2	18.250000	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Nkx3-1	18.250000	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0
Nfe2l3	18.250000	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	138	0
Itln1	18.250000	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2-Ab1	18.250000	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	75	0
Grip1	18.250000	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	168	0
Cldn7	18.250000	93	0	0	0	0	0	0	0	0	95	0	0	0	0	0	104	0
Zfp660	18.187500	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	189	0
Tctex1d1	18.187500	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	170	0
Rtl8b	18.187500	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	110	0
Plppr4	18.187500	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	180	0
Nr5a2	18.187500	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	157	0
Itpka	18.187500	132	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0
Gm11837	18.187500	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0
Flt4	18.187500	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0
Arnt2	18.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0
Rln1	18.125000	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	161	0
Phkg1	18.125000	142	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1344	18.125000	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0
Grm6	18.125000	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	193	0
Dnmt3l	18.125000	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp1a2	18.125000	0	0	0	145	0	145	0	0	0	0	0	0	0	0	0	0	0
Aire	18.125000	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpt1	18.062500	104	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0
Tead4	18.062500	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	160	0
Rhoc	18.062500	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	108	0
Nudt22	18.062500	104	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0
Nova2	18.062500	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	108	0
Nova1	18.062500	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	164	0
Lgals6	18.062500	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgals4	18.062500	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11559	18.062500	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0
Gja3	18.062500	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	174	0
Ccm2l	18.062500	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phkg2	18.000000	0	0	0	0	0	0	0	0	0	148	140	0	0	0	0	0	0
Pcdha3	18.000000	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
Krtap9-5	18.000000	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0
Kbtbd11	18.000000	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	189	0
Hnrnph2	18.000000	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grn	18.000000	0	0	0	0	0	0	0	0	0	92	74	0	0	0	0	122	0
Gla	18.000000	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ggt5	18.000000	0	0	0	144	0	144	0	0	0	0	0	0	0	0	0	0	0
Gbp7	18.000000	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0
Chodl	18.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0
Aif1	18.000000	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traf7	17.937500	74	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0
Sorcs1	17.937500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0
Psmd10	17.937500	0	0	0	0	0	0	0	0	0	131	156	0	0	0	0	0	0
Lama3	17.937500	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	164	0
Ifitm7	17.937500	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Bmerb1	17.937500	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Atg4a	17.937500	0	0	0	0	0	0	0	0	0	131	156	0	0	0	0	0	0
Apeh	17.937500	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0
Zbtb46	17.875000	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	139	0
Tmem240	17.875000	119	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0
Reep6	17.875000	0	0	0	0	0	0	0	0	0	151	135	0	0	0	0	0	0
Pcsk4	17.875000	0	0	0	0	0	0	0	0	0	151	135	0	0	0	0	0	0
Nes	17.875000	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	133	0
Krtap4-7	17.875000	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0
Gstt3	17.875000	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0
Fundc1	17.875000	0	0	0	0	0	0	0	0	0	154	132	0	0	0	0	0	0
Enox2	17.875000	110	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0
Dlgap1	17.875000	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	183	0
Ccdc105	17.875000	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	156	0
Btbd17	17.875000	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	139	0
Bicc1	17.875000	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	186	0
Zc3h12b	17.812500	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	118	0
Spin4	17.812500	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Smc1b	17.812500	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	118	0
Rimklb	17.812500	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Nhsl2	17.812500	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	127	0
Il7r	17.750000	0	0	0	88	108	88	0	0	0	0	0	0	0	0	0	0	432
Zfp579	17.750000	142	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0
Tsga10ip	17.750000	0	0	0	0	0	0	0	0	0	199	85	0	0	0	0	0	0
Nefl	17.750000	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
Htra1	17.750000	76	0	0	0	0	0	0	0	0	83	0	0	0	0	0	125	0
Cntn1	17.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0
Arhgap4	17.750000	202	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0
Abcg3	17.750000	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfaip2	17.687500	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2rx2	17.687500	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	154	0
Nipal2	17.687500	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	121	0
Lsp1	17.687500	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	147	0
Lrcol1	17.687500	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	154	0
Gm6710	17.687500	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	180	0
Gm3558	17.687500	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	145	0
Gm33933	17.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	146	0
Gm14391	17.687500	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	180	0
Emilin1	17.687500	0	0	0	142	0	141	0	0	0	0	0	0	0	0	0	0	0
Dnah7b	17.687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0
Zfp84	17.625000	107	0	0	0	0	0	0	0	0	71	0	0	0	0	0	104	0
Zfp72	17.625000	0	0	0	143	0	139	0	0	0	0	0	0	0	0	0	0	0
Sox21	17.625000	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	178	0
Prkg1	17.625000	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0
Pon3	17.625000	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npas2	17.625000	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	161	0
Lrat	17.625000	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	124	0
Kirrel	17.625000	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	186	0
Gja6	17.625000	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flt3l	17.625000	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colca2	17.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0
Chst3	17.625000	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	196	0
Cacnb4	17.625000	0	0	126	0	0	0	0	0	0	156	0	0	0	0	0	0	0
Aig1	17.625000	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	135	0
Nell1	17.562500	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0
Magt1	17.562500	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	126	0
Lpar3	17.562500	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	125	0
Krtap5-4	17.562500	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0
Cox7b	17.562500	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	126	0
Tril	17.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0
Hoxd8	17.500000	128	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45618	17.500000	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0
Chst5	17.500000	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	195	0
Calb1	17.500000	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Tyro3	17.437500	138	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0
Tmem200a	17.437500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0
Cyb561	17.437500	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0
Chrm3	17.437500	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0
Ucn2	17.375000	0	0	0	139	0	139	0	0	0	0	0	0	0	0	0	0	0
Tmem74	17.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0
Tapbpl	17.375000	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	86	0
Spata31d1d	17.375000	0	0	0	137	0	141	0	0	0	0	0	0	0	0	0	0	0
Nol4l	17.375000	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	96	0
Marchf1	17.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0
Hap1	17.375000	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	140	0
Dtna	17.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0
C1s2	17.375000	0	0	0	141	0	137	0	0	0	0	0	0	0	0	0	0	0
Aox1	17.375000	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0
Alox5ap	17.375000	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A830018L16Rik	17.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0
Zfp462	17.312500	108	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0
Tulp1	17.312500	159	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Synpo	17.312500	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a6	17.312500	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Ppfia2	17.312500	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	174	0
Mpp3	17.312500	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	124	0
Dhh	17.312500	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Cxcl5	17.312500	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0
Cnksr2	17.312500	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	102	0
BC048562	17.312500	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Wscd1	17.250000	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	180	0
Tspyl5	17.250000	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	173	0
Rs1	17.250000	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0
Ppp1r14a	17.250000	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	86	0
Paqr9	17.250000	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	128	0
Olfr1301	17.250000	0	0	0	138	0	138	0	0	0	0	0	0	0	0	0	0	0
Nptxr	17.250000	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	113	0
Lypd1	17.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0
Kazn	17.250000	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	106	0
Apol6	17.250000	0	0	0	138	0	138	0	0	0	0	0	0	0	0	0	0	0
Tlr7	17.187500	0	0	0	0	117	0	0	0	158	0	0	0	0	0	0	0	0
Sox30	17.187500	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	135	0
R3hdm4	17.187500	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0
Ptprf	17.187500	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0
Oprm1	17.187500	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0
Kiss1r	17.187500	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0
Fam169b	17.187500	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtx3	17.187500	0	0	124	0	0	0	0	0	0	151	0	0	0	0	0	0	0
Csnk1e	17.187500	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chl1	17.187500	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
Cd300lf	17.187500	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacna1s	17.187500	111	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0
Ascl5	17.187500	111	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0
Tnfaip8l2	17.125000	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0
Slc9a3	17.125000	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0
Rpl39	17.125000	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	126	0
Rcan2	17.125000	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Pate1	17.125000	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1044	17.125000	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndrg4	17.125000	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	89	0
Msmp	17.125000	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grid1	17.125000	86	0	0	0	0	0	0	0	0	99	0	0	0	0	0	89	0
Gm44805	17.125000	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3604	17.125000	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3500	17.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0
Gm1070	17.125000	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armcx4	17.125000	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
Apoc4	17.125000	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tssk4	17.062500	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selplg	17.062500	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppox	17.062500	0	0	0	0	0	0	0	0	0	172	101	0	0	0	0	0	0
Pcdha1	17.062500	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Neurod2	17.062500	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0
Mmp2	17.062500	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	158	0
Kirrel3	17.062500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0
