Target_genes	Nfatc2|Average	SRX667873|Dendritic_Cells	SRX21547799|ILC2	SRX21547800|ILC2	SRX21547801|ILC2	SRX21547802|ILC2	SRX21547803|ILC2	SRX21547804|ILC2	SRX12418835|Myofibers	SRX12418836|Myofibers	SRX12418837|Myofibers	SRX12418838|Myofibers	SRX24004260|Th2_Cells	STRING
Smap1	11.750000	0	0	0	0	0	0	0	0	0	0	0	141	0
Sgms1	11.750000	141	0	0	0	0	0	0	0	0	0	0	0	0
Rrp15	11.750000	141	0	0	0	0	0	0	0	0	0	0	0	0
Psme3	11.750000	141	0	0	0	0	0	0	0	0	0	0	0	0
Mrps23	11.750000	0	0	0	0	0	0	0	0	0	0	0	141	0
Morf4l1	11.750000	0	0	0	0	0	72	69	0	0	0	0	0	0
Mef2c	11.750000	141	0	0	0	0	0	0	0	0	0	0	0	0
Asph	11.750000	0	0	0	0	0	0	0	0	0	0	0	141	0
Acod1	11.750000	141	0	0	0	0	0	0	0	0	0	0	0	0
Zglp1	11.666667	140	0	0	0	0	0	0	0	0	0	0	0	0
Zfp57	11.666667	0	0	0	0	0	0	140	0	0	0	0	0	0
Tal2	11.666667	0	0	0	0	0	0	140	0	0	0	0	0	0
Strbp	11.666667	0	0	0	0	0	0	0	0	0	0	0	140	0
Socs6	11.666667	140	0	0	0	0	0	0	0	0	0	0	0	0
Slc4a7	11.666667	140	0	0	0	0	0	0	0	0	0	0	0	0
Shank1	11.666667	0	0	0	0	0	0	140	0	0	0	0	0	0
Nufip2	11.666667	140	0	0	0	0	0	0	0	0	0	0	0	0
Csf1r	11.666667	140	0	0	0	0	0	0	0	0	0	0	0	0
Cnot11	11.666667	140	0	0	0	0	0	0	0	0	0	0	0	0
Clec11a	11.666667	0	0	0	0	0	0	140	0	0	0	0	0	0
Ttc9	11.583333	139	0	0	0	0	0	0	0	0	0	0	0	0
Trmt12	11.583333	0	0	0	0	0	0	139	0	0	0	0	0	0
Spem2	11.583333	0	0	0	0	0	0	139	0	0	0	0	0	0
Spem1	11.583333	0	0	0	0	0	0	139	0	0	0	0	0	0
Rpl27	11.583333	0	0	0	0	0	0	139	0	0	0	0	0	0
Rbl2	11.583333	0	0	0	0	0	0	0	0	0	0	0	139	0
Rad9a	11.583333	0	0	0	0	0	0	139	0	0	0	0	0	0
Ppp1r35	11.583333	0	0	0	0	0	0	139	0	0	0	0	0	0
H2-Ab1	11.583333	139	0	0	0	0	0	0	0	0	0	0	0	0
Gm39566	11.583333	0	0	0	0	0	0	139	0	0	0	0	0	0
Cavin3	11.583333	0	0	0	0	0	0	0	0	0	0	0	139	0
Atp13a3	11.583333	139	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbr3	11.500000	0	0	0	0	0	0	0	0	0	0	0	138	0
Hes7	11.500000	0	0	0	0	0	0	138	0	0	0	0	0	0
B4galnt4	11.500000	138	0	0	0	0	0	0	0	0	0	0	0	0
Aloxe3	11.500000	0	0	0	0	0	0	138	0	0	0	0	0	0
Zdhhc20	11.416667	137	0	0	0	0	0	0	0	0	0	0	0	0
Sart1	11.416667	137	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf2	11.416667	137	0	0	0	0	0	0	0	0	0	0	0	0
Hmox1	11.416667	137	0	0	0	0	0	0	0	0	0	0	0	0
Dnaja2	11.416667	0	0	0	0	0	0	137	0	0	0	0	0	0
Dennd1b	11.416667	0	0	0	0	0	0	137	0	0	0	0	0	0
Csf2rb	11.416667	137	0	0	0	0	0	0	0	0	0	0	0	0
Cd300a	11.416667	137	0	0	0	0	0	0	0	0	0	0	0	0
Zeb2	11.333333	136	0	0	0	0	0	0	0	0	0	0	0	0
Psd4	11.333333	136	0	0	0	0	0	0	0	0	0	0	0	0
Poglut3	11.333333	0	0	0	0	0	0	136	0	0	0	0	0	0
Myo18a	11.333333	136	0	0	0	0	0	0	0	0	0	0	0	0
Itga2	11.333333	0	0	0	0	0	0	136	0	0	0	0	0	0
Anks3	11.333333	136	0	0	0	0	0	0	0	0	0	0	0	0
4930451G09Rik	11.333333	136	0	0	0	0	0	0	0	0	0	0	0	0
Trim50	11.250000	0	0	0	0	0	135	0	0	0	0	0	0	0
Nudt8	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Mcts1	11.250000	0	0	0	0	0	0	135	0	0	0	0	0	0
Doc2g	11.250000	135	0	0	0	0	0	0	0	0	0	0	0	0
Crk	11.250000	0	0	0	0	0	0	135	0	0	0	0	0	0
Aadacl2fm3	11.250000	0	0	0	0	0	0	0	0	0	0	0	135	0
Tnfsf15	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Stard13	11.166667	0	0	0	0	0	0	0	0	0	0	0	134	0
Slc14a1	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Relb	11.166667	0	0	0	0	0	0	134	0	0	0	0	0	0
Pik3c2a	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Nectin1	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Micall1	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Hdac6	11.166667	0	0	0	0	0	0	134	0	0	0	0	0	0
Gpr18	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Dek	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Cybc1	11.166667	134	0	0	0	0	0	0	0	0	0	0	0	0
Zfp719	11.083333	0	0	0	0	0	0	0	0	0	0	0	133	0
Spx	11.083333	0	0	0	0	0	0	0	0	0	0	0	133	0
Rasgrf1	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Pemt	11.083333	0	0	0	0	0	0	133	0	0	0	0	0	0
Pak1ip1	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Gna13	11.083333	133	0	0	0	0	0	0	0	0	0	0	0	0
Bpifc	11.083333	0	0	0	0	0	0	0	0	0	0	0	133	0
Tigd4	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Tedc2	11.000000	0	0	0	0	0	0	132	0	0	0	0	0	0
Sec1	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Samhd1	11.000000	0	0	0	0	0	0	132	0	0	0	0	0	0
Rpl5	11.000000	0	0	0	0	0	0	0	0	0	0	0	132	0
Psme1	11.000000	0	0	0	0	0	0	0	0	0	0	0	132	0
Prdm4	11.000000	0	0	0	0	0	0	132	0	0	0	0	0	0
Kbtbd2	11.000000	0	0	0	0	0	0	132	0	0	0	0	0	0
Fitm1	11.000000	0	0	0	0	0	0	0	0	0	0	0	132	0
Ccr6	11.000000	132	0	0	0	0	0	0	0	0	0	0	0	0
Arid5b	11.000000	0	0	0	0	0	0	132	0	0	0	0	0	0
Taldo1	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Stfa3	10.916667	131	0	0	0	0	0	0	0	0	0	0	0	0
Rpl26	10.916667	0	0	0	0	0	0	131	0	0	0	0	0	0
Pcnx3	10.916667	0	0	0	0	0	0	131	0	0	0	0	0	0
Map3k11	10.916667	0	0	0	0	0	0	131	0	0	0	0	0	0
H2bc22	10.916667	0	0	0	0	0	0	131	0	0	0	0	0	0
H2ac22	10.916667	0	0	0	0	0	0	131	0	0	0	0	0	0
Gm17359	10.916667	0	0	0	0	0	0	131	0	0	0	0	0	0
2210016L21Rik	10.916667	0	0	0	0	0	0	0	0	0	0	0	131	0
Prorp	10.833333	0	0	0	0	0	0	130	0	0	0	0	0	0
Nbeal1	10.833333	0	0	0	0	0	63	67	0	0	0	0	0	0
Hip1	10.833333	0	0	0	0	0	0	130	0	0	0	0	0	0
Gm5861	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Ccni	10.833333	0	0	0	0	130	0	0	0	0	0	0	0	0
2010109A12Rik	10.833333	0	0	0	0	130	0	0	0	0	0	0	0	0
Susd6	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Ntng2	10.750000	0	0	0	0	0	0	129	0	0	0	0	0	0
Musk	10.750000	0	0	0	0	0	0	0	0	0	0	0	129	0
Mtfp1	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Mpp5	10.750000	0	0	0	0	0	0	129	0	0	0	0	0	0
Gm2a	10.750000	129	0	0	0	0	0	0	0	0	0	0	0	0
Cbx4	10.750000	0	0	0	0	0	0	129	0	0	0	0	0	0
Syt12	10.666667	0	0	0	0	0	0	0	0	0	0	0	128	0
Muc13	10.666667	0	0	0	0	0	0	128	0	0	0	0	0	0
Ints4	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Fam118a	10.666667	128	0	0	0	0	0	0	0	0	0	0	0	0
Trcg1	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Stk39	10.583333	0	0	0	0	0	0	127	0	0	0	0	0	0
Nupr1	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Nudt5	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Jarid2	10.583333	0	0	0	0	0	0	127	0	0	0	0	0	0
Il5	10.583333	0	0	0	0	0	0	127	0	0	0	0	0	0
Il12b	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
F9	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Cnp	10.583333	0	0	0	0	0	0	127	0	0	0	0	0	0
Cdc123	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Calr3	10.583333	127	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2l15	10.583333	0	0	0	0	0	0	0	0	0	0	0	127	0
Srp72	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Rdx	10.500000	0	0	0	0	0	0	126	0	0	0	0	0	0
Rab3gap2	10.500000	0	0	0	0	0	0	126	0	0	0	0	0	0
Pum1	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Phpt1	10.500000	0	0	0	0	0	0	126	0	0	0	0	0	0
Nxpe3	10.500000	0	0	0	0	0	0	126	0	0	0	0	0	0
Mtmr6	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Mamdc4	10.500000	0	0	0	0	0	0	126	0	0	0	0	0	0
Lipg	10.500000	0	0	0	0	0	57	69	0	0	0	0	0	0
Gm7244	10.500000	126	0	0	0	0	0	0	0	0	0	0	0	0
Ap2a1	10.500000	0	0	0	0	0	0	126	0	0	0	0	0	0
Adgrg1	10.500000	0	0	0	0	0	0	126	0	0	0	0	0	0
Vrk1	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Trub2	10.416667	125	0	0	0	0	0	0	0	0	0	0	0	0
Chd4	10.416667	0	0	0	0	0	0	0	0	0	0	0	125	0
Zscan26	10.333333	0	0	0	0	0	0	124	0	0	0	0	0	0
Zfp983	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Timm9	10.333333	0	0	0	0	124	0	0	0	0	0	0	0	0
Tbkbp1	10.333333	0	0	0	0	0	0	0	0	0	0	0	124	0
Spint1	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Sac3d1	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Rusc1	10.333333	0	0	0	0	0	0	124	0	0	0	0	0	0
Pym1	10.333333	0	0	0	0	0	0	124	0	0	0	0	0	0
Pnma3	10.333333	0	0	0	0	0	0	124	0	0	0	0	0	0
Nup98	10.333333	0	0	0	0	0	0	0	0	0	0	0	124	0
Mylk4	10.333333	0	0	0	0	0	0	0	0	0	0	0	124	0
Klrc1	10.333333	0	0	0	0	0	0	0	0	0	0	0	124	0
Irf4	10.333333	0	0	0	0	0	0	124	0	0	0	0	0	0
Hmox2	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
H2-M5	10.333333	124	0	0	0	0	0	0	0	0	0	0	0	0
Elf4	10.333333	0	0	0	0	0	0	124	0	0	0	0	0	0
Dgka	10.333333	0	0	0	0	0	0	124	0	0	0	0	0	0
Arid1a	10.333333	0	0	0	0	0	0	124	0	0	0	0	0	0
2700049A03Rik	10.333333	0	0	0	0	124	0	0	0	0	0	0	0	0
Ybx2	10.250000	0	0	0	0	0	0	123	0	0	0	0	0	0
Ube2b	10.250000	0	0	0	0	0	0	123	0	0	0	0	0	0
Tmem234	10.250000	0	0	0	0	0	0	123	0	0	0	0	0	0
St6galnac1	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Spata5	10.250000	0	0	0	0	0	0	123	0	0	0	0	0	0
Rpl7	10.250000	0	0	0	0	123	0	0	0	0	0	0	0	0
Rdh10	10.250000	0	0	0	0	123	0	0	0	0	0	0	0	0
Prrc2c	10.250000	0	0	0	0	0	0	123	0	0	0	0	0	0
Pramel12	10.250000	0	0	0	0	0	0	123	0	0	0	0	0	0
Nudt6	10.250000	0	0	0	0	0	0	123	0	0	0	0	0	0
Nfic	10.250000	0	0	0	0	0	0	123	0	0	0	0	0	0
Naglu	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Msl1	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Mbp	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Eif3i	10.250000	0	0	0	0	0	0	123	0	0	0	0	0	0
Cdkn2b	10.250000	0	0	0	0	0	0	123	0	0	0	0	0	0
Cdkl3	10.250000	0	0	0	0	0	0	123	0	0	0	0	0	0
Cd109	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Bclaf1	10.250000	0	0	0	0	0	0	123	0	0	0	0	0	0
Anapc1	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
4933402N22Rik	10.250000	123	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a9	10.166667	0	0	0	0	0	0	122	0	0	0	0	0	0
Rps17	10.166667	0	0	0	0	0	0	122	0	0	0	0	0	0
Ppp1r15a	10.166667	0	0	0	0	0	0	0	0	0	0	0	122	0
Pmepa1	10.166667	0	0	0	0	0	0	0	0	0	0	0	122	0
Plekha4	10.166667	0	0	0	0	0	0	0	0	0	0	0	122	0
Mycl	10.166667	122	0	0	0	0	0	0	0	0	0	0	0	0
Hilpda	10.166667	0	0	0	0	0	0	122	0	0	0	0	0	0
Glcci1	10.166667	0	0	0	0	0	0	122	0	0	0	0	0	0
Ddx24	10.166667	0	0	0	0	0	0	0	0	0	0	0	122	0
Ctnnbip1	10.166667	0	0	0	0	0	0	122	0	0	0	0	0	0
Chordc1	10.166667	0	0	0	0	0	0	122	0	0	0	0	0	0
Cxcl5	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	155
Zfp759	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Wdr26	10.083333	0	0	0	0	0	0	0	0	0	0	0	121	0
Irf2bp2	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Il20rb	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Gphn	10.083333	0	0	0	0	62	59	0	0	0	0	0	0	0
Cd24a	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc106	10.083333	0	0	0	0	0	0	121	0	0	0	0	0	0
2810459M11Rik	10.083333	121	0	0	0	0	0	0	0	0	0	0	0	0
Zgrf1	10.000000	0	0	0	0	0	120	0	0	0	0	0	0	0
Zfp655	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Zfhx2	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Wbp1	10.000000	0	0	0	0	0	0	120	0	0	0	0	0	0
Uqcc2	10.000000	0	0	0	0	0	0	0	0	0	0	0	120	0
Thtpa	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Tead3	10.000000	0	0	0	0	0	0	120	0	0	0	0	0	0
Rap1b	10.000000	0	0	0	0	0	0	120	0	0	0	0	0	0
Pigu	10.000000	0	0	0	0	0	0	0	0	0	0	0	120	0
Pbx1	10.000000	0	0	0	0	0	0	120	0	0	0	0	0	0
Nemp1	10.000000	0	0	0	0	0	0	0	0	0	0	0	120	0
Mpig6b	10.000000	0	0	0	0	0	0	0	0	0	0	0	120	0
Mdm2	10.000000	0	0	0	0	0	0	120	0	0	0	0	0	0
Mapk11	10.000000	0	0	0	0	0	0	120	0	0	0	0	0	0
Ly6g6c	10.000000	0	0	0	0	0	0	0	0	0	0	0	120	0
Larp7	10.000000	0	0	0	0	0	120	0	0	0	0	0	0	0
Kif13b	10.000000	0	0	0	0	0	0	120	0	0	0	0	0	0
Ino80b	10.000000	0	0	0	0	0	0	120	0	0	0	0	0	0
Il17ra	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc6	10.000000	0	0	0	0	0	0	120	0	0	0	0	0	0
Cystm1	10.000000	120	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf25	9.916667	0	0	0	0	0	0	119	0	0	0	0	0	0
Tec	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Taf12	9.916667	0	0	0	0	0	0	119	0	0	0	0	0	0
Rnf5	9.916667	0	0	0	0	0	0	119	0	0	0	0	0	0
Rnf214	9.916667	0	0	0	0	0	0	119	0	0	0	0	0	0
Retreg1	9.916667	0	0	0	0	0	0	119	0	0	0	0	0	0
Rbm22	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Ranbp9	9.916667	0	0	0	0	0	0	0	0	0	0	0	119	0
Plekho2	9.916667	0	0	0	0	0	0	119	0	0	0	0	0	0
Pex3	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk7	9.916667	0	0	0	0	0	0	119	0	0	0	0	0	0
Olfr976	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Olfr975	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Ndp	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Ldlrap1	9.916667	0	0	0	0	0	0	119	0	0	0	0	0	0
Fut4	9.916667	0	0	0	0	0	0	0	0	0	0	0	119	0
Elmo2	9.916667	0	0	0	0	0	0	119	0	0	0	0	0	0
Cyfip1	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Cdc45	9.916667	0	0	0	0	0	0	119	0	0	0	0	0	0
Agpat1	9.916667	0	0	0	0	0	0	119	0	0	0	0	0	0
Adat2	9.916667	119	0	0	0	0	0	0	0	0	0	0	0	0
Zfp639	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Tut1	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d9	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Sqle	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Rad51ap1	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1269	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Irf1	9.833333	0	0	0	0	0	0	118	0	0	0	0	0	0
Dgkh	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Dgcr6	9.833333	0	0	0	0	0	0	118	0	0	0	0	0	0
D6Wsu163e	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Adcy4	9.833333	118	0	0	0	0	0	0	0	0	0	0	0	0
Scd4	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Pomt2	9.750000	0	0	0	0	0	0	117	0	0	0	0	0	0
Manbal	9.750000	117	0	0	0	0	0	0	0	0	0	0	0	0
Lhfp	9.750000	0	0	0	0	0	0	0	0	0	0	0	117	0
Itsn1	9.750000	0	0	0	0	0	0	117	0	0	0	0	0	0
Gstz1	9.750000	0	0	0	0	0	0	117	0	0	0	0	0	0
Cryzl1	9.750000	0	0	0	0	0	0	117	0	0	0	0	0	0
Adck5	9.750000	0	0	0	0	0	0	117	0	0	0	0	0	0
Taf15	9.666667	0	0	0	0	0	0	116	0	0	0	0	0	0
Pum2	9.666667	0	0	0	0	0	0	0	0	0	0	0	116	0
Peak1	9.666667	0	0	0	0	0	0	116	0	0	0	0	0	0
Nipbl	9.666667	0	0	0	0	0	0	116	0	0	0	0	0	0
Hpcal1	9.666667	0	0	0	0	0	0	116	0	0	0	0	0	0
Hmg20a	9.666667	0	0	0	0	0	0	116	0	0	0	0	0	0
Clta	9.666667	116	0	0	0	0	0	0	0	0	0	0	0	0
Armc5	9.666667	0	0	0	0	0	0	116	0	0	0	0	0	0
9130023H24Rik	9.666667	0	0	0	0	0	0	116	0	0	0	0	0	0
Ube2e1	9.583333	0	0	0	0	0	0	0	0	0	0	0	115	0
Pgm1	9.583333	0	0	0	0	0	0	0	0	0	0	0	115	0
Myl12a	9.583333	0	0	0	0	0	0	115	0	0	0	0	0	0
Mfsd4b4	9.583333	0	0	0	0	0	0	115	0	0	0	0	0	0
Marcksl1	9.583333	0	0	0	0	0	0	115	0	0	0	0	0	0
Hsd11b1	9.583333	0	0	0	0	0	0	115	0	0	0	0	0	0
Gzmb	9.583333	0	0	0	0	0	0	115	0	0	0	0	0	0
Grin2c	9.583333	0	0	0	0	0	0	115	0	0	0	0	0	0
Gm1123	9.583333	0	0	0	0	0	0	0	0	0	0	0	115	0
Dock2	9.583333	115	0	0	0	0	0	0	0	0	0	0	0	0
Dbr1	9.583333	115	0	0	0	0	0	0	0	0	0	0	0	0
Cd200	9.583333	0	0	0	0	0	0	0	0	0	0	0	115	0
Ankrd46	9.583333	0	0	0	0	0	0	0	0	0	0	0	115	0
Tnks2	9.500000	0	0	0	0	0	0	114	0	0	0	0	0	0
Spsb1	9.500000	0	0	0	0	0	0	114	0	0	0	0	0	0
Rpl36al	9.500000	0	0	0	0	0	0	114	0	0	0	0	0	0
Plscr2	9.500000	0	0	0	0	0	0	114	0	0	0	0	0	0
Mgat2	9.500000	0	0	0	0	0	0	114	0	0	0	0	0	0
Kbtbd6	9.500000	0	0	0	0	0	0	114	0	0	0	0	0	0
Fgf18	9.500000	0	0	0	0	0	0	114	0	0	0	0	0	0
Fam228a	9.500000	0	0	0	0	0	0	0	0	0	0	0	114	0
Cst3	9.500000	0	0	0	0	0	0	114	0	0	0	0	0	0
Cenpi	9.500000	0	0	0	0	0	0	114	0	0	0	0	0	0
Adarb1	9.500000	0	0	0	0	0	0	0	0	0	0	0	114	0
Unc119b	9.416667	113	0	0	0	0	0	0	0	0	0	0	0	0
Tma7	9.416667	113	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a10	9.416667	0	0	0	0	0	0	113	0	0	0	0	0	0
Rpl19	9.416667	0	0	0	0	0	0	113	0	0	0	0	0	0
Rab24	9.416667	113	0	0	0	0	0	0	0	0	0	0	0	0
Prkag1	9.416667	0	0	0	0	0	0	113	0	0	0	0	0	0
Prelid1	9.416667	113	0	0	0	0	0	0	0	0	0	0	0	0
Plac8	9.416667	0	0	0	0	0	0	113	0	0	0	0	0	0
Obp2a	9.416667	0	0	0	0	0	0	0	0	0	0	0	113	0
Nr2c2	9.416667	113	0	0	0	0	0	0	0	0	0	0	0	0
Mcat	9.416667	0	0	0	0	0	0	113	0	0	0	0	0	0
Klf2	9.416667	0	0	0	0	0	0	0	0	0	0	0	113	0
Inpp1	9.416667	0	0	0	0	0	0	113	0	0	0	0	0	0
Gpr88	9.416667	113	0	0	0	0	0	0	0	0	0	0	0	0
Fmnl1	9.416667	0	0	0	0	0	0	113	0	0	0	0	0	0
Cipc	9.416667	0	0	0	0	0	0	113	0	0	0	0	0	0
Ccdc51	9.416667	113	0	0	0	0	0	0	0	0	0	0	0	0
Cacnb1	9.416667	0	0	0	0	0	0	113	0	0	0	0	0	0
Urad	9.333333	112	0	0	0	0	0	0	0	0	0	0	0	0
Ssbp2	9.333333	0	0	0	0	0	112	0	0	0	0	0	0	0
Scamp3	9.333333	0	0	0	0	0	0	112	0	0	0	0	0	0
Riox1	9.333333	0	0	0	0	0	0	112	0	0	0	0	0	0
Mefv	9.333333	112	0	0	0	0	0	0	0	0	0	0	0	0
Mamdc2	9.333333	0	0	0	0	0	0	0	0	0	0	0	112	0
Cryaa	9.333333	112	0	0	0	0	0	0	0	0	0	0	0	0
Atp8b4	9.333333	112	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d10c	9.250000	111	0	0	0	0	0	0	0	0	0	0	0	0
Sgsm3	9.250000	111	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1ca	9.250000	111	0	0	0	0	0	0	0	0	0	0	0	0
Ltv1	9.250000	0	0	0	0	0	0	111	0	0	0	0	0	0
Il13	9.250000	0	0	0	0	0	0	111	0	0	0	0	0	0
Cnnm2	9.250000	0	0	0	0	0	0	111	0	0	0	0	0	0
Cdk19	9.250000	0	0	0	0	0	0	111	0	0	0	0	0	0
Ccr1l1	9.250000	0	0	0	0	0	0	111	0	0	0	0	0	0
Arpc1b	9.250000	111	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c13	9.250000	0	0	0	0	0	0	111	0	0	0	0	0	0
Zfp143	9.166667	0	0	0	0	0	0	110	0	0	0	0	0	0
Xkr6	9.166667	0	0	0	0	0	0	110	0	0	0	0	0	0
Slc19a2	9.166667	0	0	0	0	0	0	110	0	0	0	0	0	0
Radil	9.166667	110	0	0	0	0	0	0	0	0	0	0	0	0
Larp1	9.166667	110	0	0	0	0	0	0	0	0	0	0	0	0
Gstt2	9.166667	0	0	0	0	0	0	0	0	0	0	0	110	0
Fndc7	9.166667	0	0	0	0	0	0	0	0	0	0	0	110	0
Defb21	9.166667	0	0	0	0	0	0	0	0	0	0	0	110	0
Cers4	9.166667	0	0	0	0	0	0	110	0	0	0	0	0	0
Cdc20b	9.166667	0	0	0	0	0	0	110	0	0	0	0	0	0
Bloc1s2	9.166667	0	0	0	0	0	0	0	0	0	0	0	110	0
Bbs7	9.166667	0	0	0	0	0	0	0	0	0	0	0	110	0
Ap3s2	9.166667	110	0	0	0	0	0	0	0	0	0	0	0	0
Abi2	9.166667	110	0	0	0	0	0	0	0	0	0	0	0	0
Stk17b	9.083333	0	0	0	0	0	0	109	0	0	0	0	0	0
Prkaa1	9.083333	0	0	0	0	0	0	0	0	0	0	0	109	0
Plxdc1	9.083333	109	0	0	0	0	0	0	0	0	0	0	0	0
P2rx7	9.083333	0	0	0	0	0	0	109	0	0	0	0	0	0
Nedd9	9.083333	0	0	0	0	0	0	109	0	0	0	0	0	0
Klhl20	9.083333	0	0	0	0	0	0	109	0	0	0	0	0	0
Hscb	9.083333	109	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa1	9.083333	0	0	0	0	0	0	0	0	0	0	0	109	0
Hdhd3	9.083333	0	0	0	0	0	0	109	0	0	0	0	0	0
Fosl2	9.083333	0	0	0	0	0	0	109	0	0	0	0	0	0
Exoc6	9.083333	109	0	0	0	0	0	0	0	0	0	0	0	0
Chn2	9.083333	0	0	0	0	0	0	109	0	0	0	0	0	0
Chek2	9.083333	109	0	0	0	0	0	0	0	0	0	0	0	0
Asb8	9.083333	0	0	0	0	0	0	109	0	0	0	0	0	0
Actr6	9.083333	109	0	0	0	0	0	0	0	0	0	0	0	0
Syt11	9.000000	0	0	0	0	0	0	108	0	0	0	0	0	0
S100a2	9.000000	0	0	0	0	0	0	0	0	0	0	0	108	0
Rad1	9.000000	0	0	0	0	0	0	108	0	0	0	0	0	0
Ptgir	9.000000	0	0	0	0	0	0	0	0	0	0	0	108	0
Pced1b	9.000000	0	0	0	0	0	0	108	0	0	0	0	0	0
Man1a	9.000000	0	0	0	0	0	0	108	0	0	0	0	0	0
Fam234a	9.000000	0	0	0	0	0	0	108	0	0	0	0	0	0
Casp7	9.000000	0	0	0	0	0	0	108	0	0	0	0	0	0
Brix1	9.000000	0	0	0	0	0	0	108	0	0	0	0	0	0
Amigo2	9.000000	0	0	0	0	0	0	108	0	0	0	0	0	0
Zfp524	8.916667	0	0	0	0	0	0	107	0	0	0	0	0	0
Uxs1	8.916667	0	0	0	0	0	0	107	0	0	0	0	0	0
Ssb	8.916667	107	0	0	0	0	0	0	0	0	0	0	0	0
Srsf4	8.916667	0	0	0	0	0	0	107	0	0	0	0	0	0
