Target_genes	Erf|Average	SRX2871267|ES_cells	SRX2871268|ES_cells	SRX2871269|ES_cells	SRX2871270|ES_cells	SRX2871271|ES_cells	SRX2871272|ES_cells	SRX209937|MEF	SRX209938|MEF	SRX2796981|Prostate_organoids	SRX2796982|Prostate_organoids	SRX2796983|Prostate_organoids	SRX2796984|Prostate_organoids	SRX2796985|Prostate_organoids	SRX2796986|Prostate_organoids	SRX2796987|Prostate_organoids	SRX2796988|Prostate_organoids	STRING
Sdf2l1	15.687500	0	0	0	0	0	0	0	0	141	110	0	0	0	0	0	0	0
Myo3b	15.687500	0	0	0	0	0	0	0	0	129	0	0	122	0	0	0	0	0
Mknk1	15.687500	0	0	0	0	0	0	0	0	160	91	0	0	0	0	0	0	0
Mapk1	15.687500	0	0	0	0	0	0	95	0	156	0	0	0	0	0	0	0	0
Lfng	15.687500	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0
Jade2	15.687500	0	0	0	0	0	0	160	0	91	0	0	0	0	0	0	0	0
Hsd3b7	15.687500	0	0	0	0	0	0	0	0	130	121	0	0	0	0	0	0	0
Hmox2	15.687500	0	0	0	0	0	0	0	0	164	87	0	0	0	0	0	0	0
Hmga1	15.687500	0	0	0	0	0	0	0	0	119	132	0	0	0	0	0	0	0
Hibadh	15.687500	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0
Gna12	15.687500	0	0	0	0	0	0	0	0	152	99	0	0	0	0	0	0	0
Fer	15.687500	0	0	0	0	0	0	111	0	140	0	0	0	0	0	0	0	0
Fam107a	15.687500	0	0	0	0	0	0	87	0	164	0	0	0	0	0	0	0	0
Ero1a	15.687500	0	0	0	0	0	0	0	0	136	115	0	0	0	0	0	0	0
Erap1	15.687500	0	0	0	0	0	0	0	0	179	72	0	0	0	0	0	0	0
Cep68	15.687500	0	0	0	0	0	0	0	0	138	113	0	0	0	0	0	0	0
Cbln3	15.687500	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0
1600014C23Rik	15.687500	0	0	0	0	0	0	0	0	164	87	0	0	0	0	0	0	0
Zfp874b	15.625000	0	0	0	0	0	0	0	0	175	75	0	0	0	0	0	0	0
Poc1b	15.625000	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0
Mllt11	15.625000	0	0	0	0	0	0	121	0	129	0	0	0	0	0	0	0	0
Metap1	15.625000	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0
Lrch3	15.625000	0	0	0	0	0	0	0	0	154	96	0	0	0	0	0	0	0
Krt17	15.625000	0	0	0	0	0	0	0	0	129	121	0	0	0	0	0	0	0
Hoxb13	15.625000	0	0	0	0	0	0	0	0	130	120	0	0	0	0	0	0	0
Galnt4	15.625000	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0
Fzd5	15.625000	0	0	0	0	0	0	0	0	153	97	0	0	0	0	0	0	0
Cdc42se1	15.625000	0	0	0	0	0	0	121	0	129	0	0	0	0	0	0	0	0
Alms1	15.625000	0	0	0	0	0	0	0	0	138	112	0	0	0	0	0	0	0
AI413582	15.625000	0	0	0	0	0	0	0	0	115	135	0	0	0	0	0	0	0
Wdr1	15.562500	0	0	0	0	0	0	0	0	144	105	0	0	0	0	0	0	0
Thbs3	15.562500	0	0	0	0	0	0	0	0	179	70	0	0	0	0	0	0	0
Scgb1c1	15.562500	0	0	0	0	0	0	0	0	156	93	0	0	0	0	0	0	0
Rpap3	15.562500	0	0	0	0	0	0	0	0	144	105	0	0	0	0	0	0	0
Ppp1r18	15.562500	0	0	0	0	0	0	91	0	158	0	0	0	0	0	0	0	0
Phc3	15.562500	0	0	0	0	0	0	0	0	87	83	0	79	0	0	0	0	0
Mtx1	15.562500	0	0	0	0	0	0	0	0	179	70	0	0	0	0	0	0	0
Il3	15.562500	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0
Elmo1	15.562500	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0
Cybrd1	15.562500	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0
Tjap1	15.500000	0	0	0	0	0	0	0	0	132	116	0	0	0	0	0	0	0
Ptges2	15.500000	0	0	0	0	0	0	0	0	143	105	0	0	0	0	0	0	0
Ppia	15.500000	0	0	0	0	0	0	0	0	171	77	0	0	0	0	0	0	0
Nectin3	15.500000	0	144	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0
Cep83	15.500000	0	0	0	0	0	0	131	0	117	0	0	0	0	0	0	0	0
Arl5a	15.500000	0	0	0	0	0	0	0	0	145	103	0	0	0	0	0	0	0
Ubxn7	15.437500	0	0	0	0	0	0	0	0	120	127	0	0	0	0	0	0	0
Smpd4	15.437500	0	0	0	0	0	0	119	0	0	128	0	0	0	0	0	0	0
Slc12a4	15.437500	0	118	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Rnf31	15.437500	0	0	0	0	0	0	0	0	171	76	0	0	0	0	0	0	0
Psme2	15.437500	0	0	0	0	0	0	0	0	171	76	0	0	0	0	0	0	0
Plekhn1	15.437500	0	0	0	0	0	0	0	0	119	128	0	0	0	0	0	0	0
Phlpp2	15.437500	0	0	0	0	0	0	0	0	132	115	0	0	0	0	0	0	0
Pdp2	15.437500	0	0	0	0	0	0	0	0	175	72	0	0	0	0	0	0	0
Paf1	15.437500	0	0	0	0	0	0	0	0	102	145	0	0	0	0	0	0	0
Med29	15.437500	0	0	0	0	0	0	0	0	102	145	0	0	0	0	0	0	0
Guca2b	15.437500	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0
Gnpda1	15.437500	0	0	0	0	0	0	0	0	146	101	0	0	0	0	0	0	0
Gabarapl2	15.437500	0	0	0	0	0	0	0	0	124	123	0	0	0	0	0	0	0
Eva1c	15.437500	0	0	0	0	0	0	0	0	175	72	0	0	0	0	0	0	0
Esrp2	15.437500	0	0	0	0	0	0	129	0	118	0	0	0	0	0	0	0	0
Ehbp1	15.437500	0	0	0	0	0	0	0	0	167	80	0	0	0	0	0	0	0
Csrnp1	15.437500	0	0	0	0	0	0	0	0	127	120	0	0	0	0	0	0	0
C1qtnf1	15.437500	0	0	0	0	0	0	135	0	0	0	112	0	0	0	0	0	0
Atrnl1	15.437500	0	0	0	0	0	0	0	0	163	84	0	0	0	0	0	0	0
Atp6v1c1	15.437500	0	0	0	0	0	0	0	0	124	123	0	0	0	0	0	0	0
Arhgap39	15.437500	0	0	0	0	0	0	0	0	153	94	0	0	0	0	0	0	0
Zfp970	15.375000	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0
Tmem204	15.375000	0	0	0	0	0	0	111	0	135	0	0	0	0	0	0	0	0
Stx17	15.375000	0	0	0	0	0	0	0	0	158	88	0	0	0	0	0	0	0
Snrnp25	15.375000	0	0	0	0	0	0	148	0	98	0	0	0	0	0	0	0	0
Slc41a1	15.375000	0	0	0	0	0	0	0	0	148	98	0	0	0	0	0	0	0
Rassf9	15.375000	0	0	0	0	0	0	0	0	157	89	0	0	0	0	0	0	0
Prrc2c	15.375000	0	0	0	0	0	0	0	0	160	86	0	0	0	0	0	0	0
Ppp1r13b	15.375000	0	0	0	0	0	0	0	0	123	123	0	0	0	0	0	0	0
Pgrmc1	15.375000	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0
P4ha2	15.375000	0	0	0	0	0	0	0	0	136	110	0	0	0	0	0	0	0
Nyx	15.375000	0	0	0	0	0	0	0	0	169	77	0	0	0	0	0	0	0
N4bp2	15.375000	0	0	0	0	0	0	0	0	153	93	0	0	0	0	0	0	0
Mfsd4b1	15.375000	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0
Mapk15	15.375000	0	0	0	0	0	0	0	0	147	99	0	0	0	0	0	0	0
Irx2	15.375000	0	0	0	0	0	0	0	0	141	105	0	0	0	0	0	0	0
Il9r	15.375000	0	0	0	0	0	0	148	0	98	0	0	0	0	0	0	0	0
Gata3	15.375000	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0
Csrp2	15.375000	0	0	0	0	0	0	0	0	101	145	0	0	0	0	0	0	0
Cav1	15.375000	0	0	0	0	0	0	0	0	123	123	0	0	0	0	0	0	0
Bcor	15.375000	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0
Agtpbp1	15.375000	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0
Tnfrsf19	15.312500	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0
Stambp	15.312500	0	0	0	0	0	0	0	0	115	130	0	0	0	0	0	0	0
R3hdm2	15.312500	0	0	0	0	0	0	0	0	150	95	0	0	0	0	0	0	0
Ms4a12	15.312500	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0
Mab21l4	15.312500	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0
Ldha	15.312500	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0
Kif1c	15.312500	0	0	0	0	0	0	0	0	119	126	0	0	0	0	0	0	0
Inca1	15.312500	0	0	0	0	0	0	0	0	119	126	0	0	0	0	0	0	0
Il17rb	15.312500	0	0	0	0	0	0	0	0	131	114	0	0	0	0	0	0	0
Il12rb1	15.312500	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0
Hltf	15.312500	0	0	0	0	0	0	0	0	165	80	0	0	0	0	0	0	0
Gpd1	15.312500	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0
Garem1	15.312500	0	0	0	0	0	0	0	0	160	85	0	0	0	0	0	0	0
Cystm1	15.312500	0	0	0	0	0	0	0	0	162	83	0	0	0	0	0	0	0
Chmp2b	15.312500	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0
Chdh	15.312500	0	0	0	0	0	0	0	0	131	114	0	0	0	0	0	0	0
Ccdc181	15.312500	0	0	0	0	0	0	0	0	167	78	0	0	0	0	0	0	0
BC052040	15.312500	0	0	0	0	0	0	0	0	150	95	0	0	0	0	0	0	0
Atp10a	15.312500	0	0	0	0	0	0	0	0	142	103	0	0	0	0	0	0	0
Wdr86	15.250000	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0
Vcpkmt	15.250000	0	0	0	0	0	0	0	0	112	132	0	0	0	0	0	0	0
Traf5	15.250000	0	0	0	0	0	0	0	0	157	87	0	0	0	0	0	0	0
Sh2d6	15.250000	0	0	0	0	0	0	0	0	129	115	0	0	0	0	0	0	0
Rps9	15.250000	0	0	0	0	0	0	98	0	146	0	0	0	0	0	0	0	0
Prss27	15.250000	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0
Notum	15.250000	0	0	0	0	0	0	0	0	104	140	0	0	0	0	0	0	0
Nars2	15.250000	0	0	0	0	0	0	124	0	120	0	0	0	0	0	0	0	0
Ldlrap1	15.250000	0	0	0	0	0	0	0	0	145	99	0	0	0	0	0	0	0
Hoxa10	15.250000	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0
Hmga2	15.250000	0	0	0	0	0	0	101	0	143	0	0	0	0	0	0	0	0
Heca	15.250000	0	0	0	0	0	0	0	0	132	112	0	0	0	0	0	0	0
Gm10130	15.250000	0	0	0	0	0	0	0	0	132	112	0	0	0	0	0	0	0
Fancg	15.250000	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0
Aqp7	15.250000	0	0	0	0	0	0	0	0	126	118	0	0	0	0	0	0	0
Scyl2	15.187500	0	0	0	0	0	0	0	0	143	100	0	0	0	0	0	0	0
Rps6ka4	15.187500	0	0	0	0	0	0	0	0	132	111	0	0	0	0	0	0	0
Rnft1	15.187500	0	0	0	0	0	0	0	0	140	103	0	0	0	0	0	0	0
Rasd1	15.187500	0	0	0	0	0	0	0	0	149	0	0	94	0	0	0	0	0
Pcare	15.187500	0	0	0	0	0	0	0	0	139	104	0	0	0	0	0	0	0
Oat	15.187500	0	0	0	0	0	0	0	0	139	104	0	0	0	0	0	0	0
Nup188	15.187500	0	0	0	0	0	0	0	0	151	92	0	0	0	0	0	0	0
Nfatc1	15.187500	0	0	0	0	0	0	0	0	158	85	0	0	0	0	0	0	0
Mblac1	15.187500	0	0	0	0	0	0	0	0	146	97	0	0	0	0	0	0	0
Klhl2	15.187500	0	0	0	0	0	0	0	0	160	83	0	0	0	0	0	0	0
Gstm1	15.187500	0	0	0	0	0	0	0	0	109	134	0	0	0	0	0	0	0
Gpt2	15.187500	0	0	0	0	0	0	0	0	153	90	0	0	0	0	0	0	0
Dolk	15.187500	0	0	0	0	0	0	0	0	151	92	0	0	0	0	0	0	0
Chd3	15.187500	0	0	0	0	0	0	118	0	125	0	0	0	0	0	0	0	0
Atp11b	15.187500	0	0	0	0	0	0	0	0	124	119	0	0	0	0	0	0	0
1700030J22Rik	15.187500	0	0	0	0	0	0	0	0	144	99	0	0	0	0	0	0	0
Spag4	15.125000	0	0	0	0	0	0	0	0	105	137	0	0	0	0	0	0	0
Snapc4	15.125000	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0
Nol4l	15.125000	0	0	0	0	0	0	109	133	0	0	0	0	0	0	0	0	0
L1cam	15.125000	0	0	0	0	0	0	0	0	137	105	0	0	0	0	0	0	0
Fzd7	15.125000	0	0	0	0	0	0	123	0	119	0	0	0	0	0	0	0	0
Chrnb1	15.125000	0	0	0	0	0	0	0	0	165	77	0	0	0	0	0	0	0
Cfap36	15.125000	0	0	0	0	0	0	115	0	127	0	0	0	0	0	0	0	0
Cd164	15.125000	0	0	0	0	0	0	0	0	135	107	0	0	0	0	0	0	0
Calr	15.125000	0	0	0	0	0	0	0	0	152	90	0	0	0	0	0	0	0
Bmp7	15.125000	0	0	0	0	0	0	0	0	117	125	0	0	0	0	0	0	0
Atl2	15.125000	0	0	0	0	0	0	0	0	175	67	0	0	0	0	0	0	0
Aspn	15.125000	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0
Als2	15.125000	0	0	0	0	0	0	0	0	134	108	0	0	0	0	0	0	0
Tnni3	15.062500	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0
Slc22a21	15.062500	0	0	0	0	0	0	0	0	149	0	0	92	0	0	0	0	0
Rheb	15.062500	0	0	0	0	0	0	0	0	116	125	0	0	0	0	0	0	0
Rab3d	15.062500	0	0	0	0	0	0	0	0	126	115	0	0	0	0	0	0	0
Mtcp1	15.062500	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0
Mrpl38	15.062500	0	0	0	0	0	0	0	0	147	94	0	0	0	0	0	0	0
Limch1	15.062500	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0
Ikzf2	15.062500	0	0	0	0	0	0	141	0	100	0	0	0	0	0	0	0	0
Ifit2	15.062500	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0
Hs3st3b1	15.062500	0	114	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
Epha4	15.062500	0	0	0	0	0	0	152	0	0	89	0	0	0	0	0	0	0
Cnfn	15.062500	0	0	0	0	0	0	0	0	126	115	0	0	0	0	0	0	0
Cmc4	15.062500	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0
Cep97	15.062500	0	0	0	0	0	0	81	0	160	0	0	0	0	0	0	0	0
Cdk2ap1	15.062500	0	0	0	0	0	0	0	0	173	0	0	68	0	0	0	0	0
Ccdc38	15.062500	0	0	0	0	0	0	0	0	159	0	0	82	0	0	0	0	0
Brcc3	15.062500	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0
Amdhd1	15.062500	0	0	0	0	0	0	0	0	159	0	0	82	0	0	0	0	0
Aftph	15.062500	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0
Acad12	15.062500	0	0	0	0	0	0	0	0	165	76	0	0	0	0	0	0	0
4930402H24Rik	15.062500	0	0	0	0	0	0	0	0	104	137	0	0	0	0	0	0	0
Zfp948	15.000000	0	0	0	0	0	0	107	0	133	0	0	0	0	0	0	0	0
Spast	15.000000	0	0	0	0	0	0	0	0	134	106	0	0	0	0	0	0	0
Scel	15.000000	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0
Rtn3	15.000000	0	0	0	0	0	0	0	0	145	95	0	0	0	0	0	0	0
Postn	15.000000	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0
Pola2	15.000000	0	0	0	0	0	0	0	0	154	86	0	0	0	0	0	0	0
Morc2a	15.000000	0	0	0	0	0	0	0	0	138	102	0	0	0	0	0	0	0
Map3k4	15.000000	0	0	0	0	0	0	0	0	155	85	0	0	0	0	0	0	0
Lrig3	15.000000	0	0	0	0	0	0	0	0	111	129	0	0	0	0	0	0	0
Id2	15.000000	0	0	0	0	0	0	0	0	150	90	0	0	0	0	0	0	0
Hes7	15.000000	0	0	0	0	0	0	0	0	135	105	0	0	0	0	0	0	0
Elapor1	15.000000	0	0	0	0	0	0	107	0	133	0	0	0	0	0	0	0	0
Chaf1b	15.000000	0	0	0	0	0	0	0	0	136	104	0	0	0	0	0	0	0
Anp32b	15.000000	0	0	0	0	0	0	0	0	100	140	0	0	0	0	0	0	0
Aldh18a1	15.000000	0	0	0	0	0	0	0	0	128	112	0	0	0	0	0	0	0
1700013F07Rik	15.000000	0	0	0	0	0	0	107	0	133	0	0	0	0	0	0	0	0
Sec24d	14.937500	0	0	0	0	0	0	0	0	119	120	0	0	0	0	0	0	0
Nfkbie	14.937500	0	0	0	0	0	0	0	0	148	91	0	0	0	0	0	0	0
Ly6e	14.937500	0	0	0	0	0	0	0	0	130	109	0	0	0	0	0	0	0
Igf1r	14.937500	0	0	0	0	0	0	0	0	136	103	0	0	0	0	0	0	0
Gm9949	14.937500	0	0	0	0	0	0	0	0	151	88	0	0	0	0	0	0	0
Gab1	14.937500	0	0	0	0	0	0	146	0	93	0	0	0	0	0	0	0	0
Fam83d	14.937500	0	0	0	0	0	0	0	0	141	0	0	98	0	0	0	0	0
Ehd4	14.937500	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0
Eef2k	14.937500	0	0	0	0	0	0	0	0	145	94	0	0	0	0	0	0	0
Cenpf	14.937500	0	0	0	0	0	0	0	0	148	91	0	0	0	0	0	0	0
Camsap2	14.937500	0	0	0	0	0	0	95	0	144	0	0	0	0	0	0	0	0
C1galt1c1	14.937500	0	0	0	0	0	0	141	0	98	0	0	0	0	0	0	0	0
Adrb2	14.937500	0	0	0	0	0	0	0	0	151	88	0	0	0	0	0	0	0
9530068E07Rik	14.937500	0	0	0	0	0	0	0	0	145	94	0	0	0	0	0	0	0
9430038I01Rik	14.937500	0	0	0	0	0	0	0	0	153	86	0	0	0	0	0	0	0
0610010F05Rik	14.937500	0	0	0	0	0	0	0	0	137	0	0	102	0	0	0	0	0
Zfp930	14.875000	0	0	0	0	0	0	0	0	158	80	0	0	0	0	0	0	0
Wwc2	14.875000	0	0	0	0	0	0	0	0	167	71	0	0	0	0	0	0	0
Ube2q2	14.875000	0	0	0	0	0	0	0	0	135	103	0	0	0	0	0	0	0
Stat5a	14.875000	0	0	0	0	0	0	0	0	136	102	0	0	0	0	0	0	0
Spats2	14.875000	0	0	0	0	0	0	0	0	156	82	0	0	0	0	0	0	0
Slc25a51	14.875000	0	0	0	0	0	0	0	0	166	72	0	0	0	0	0	0	0
Rgs19	14.875000	0	0	0	0	0	0	0	0	143	95	0	0	0	0	0	0	0
Rasgef1b	14.875000	0	0	0	0	0	0	0	0	133	0	105	0	0	0	0	0	0
Rad54b	14.875000	0	0	0	0	0	0	0	0	135	103	0	0	0	0	0	0	0
Plekhh1	14.875000	0	0	0	0	0	0	0	0	146	0	0	92	0	0	0	0	0
Pgap1	14.875000	0	0	0	0	0	0	0	0	170	68	0	0	0	0	0	0	0
Mat2b	14.875000	0	0	0	0	0	0	139	0	99	0	0	0	0	0	0	0	0
Lkaaear1	14.875000	0	0	0	0	0	0	0	0	143	95	0	0	0	0	0	0	0
Leo1	14.875000	0	0	0	0	0	0	0	0	128	110	0	0	0	0	0	0	0
Hax1	14.875000	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0
Dnaja3	14.875000	0	0	0	0	0	0	145	0	93	0	0	0	0	0	0	0	0
Coro7	14.875000	0	0	0	0	0	0	145	0	93	0	0	0	0	0	0	0	0
Cdkn1a	14.875000	0	0	0	0	0	0	107	0	131	0	0	0	0	0	0	0	0
Xpo7	14.812500	0	0	0	0	0	0	0	0	146	91	0	0	0	0	0	0	0
Styx	14.812500	0	0	0	0	0	0	124	0	113	0	0	0	0	0	0	0	0
Sfxn5	14.812500	0	0	0	0	0	0	0	0	153	84	0	0	0	0	0	0	0
Epb41	14.812500	0	0	0	0	0	0	0	0	127	0	0	110	0	0	0	0	0
Trim27	14.750000	0	0	0	0	0	0	118	0	118	0	0	0	0	0	0	0	0
Tmem164	14.750000	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0
Thop1	14.750000	0	0	0	0	0	0	0	0	137	99	0	0	0	0	0	0	0
Tdgf1	14.750000	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr5	14.750000	0	0	0	0	0	0	0	0	140	96	0	0	0	0	0	0	0
Prkd2	14.750000	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0
Lrrc2	14.750000	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ints11	14.750000	0	0	0	0	0	0	0	0	155	81	0	0	0	0	0	0	0
Igf2bp2	14.750000	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0
Fbxo42	14.750000	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0
Dync2h1	14.750000	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0
Dusp8	14.750000	0	0	0	0	0	0	0	0	138	98	0	0	0	0	0	0	0
Ctnnbip1	14.750000	0	0	0	0	0	0	0	0	134	102	0	0	0	0	0	0	0
Cptp	14.750000	0	0	0	0	0	0	0	0	155	81	0	0	0	0	0	0	0
Clstn1	14.750000	0	0	0	0	0	0	0	0	140	96	0	0	0	0	0	0	0
Cds1	14.750000	0	0	0	0	0	0	0	0	150	86	0	0	0	0	0	0	0
Cd163l1	14.750000	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0
Zbtb33	14.687500	0	0	0	0	0	0	0	0	127	108	0	0	0	0	0	0	0
Uhrf1bp1	14.687500	0	0	0	0	0	0	0	0	124	0	0	111	0	0	0	0	0
Tradd	14.687500	0	0	0	0	0	0	117	0	118	0	0	0	0	0	0	0	0
Spc24	14.687500	0	0	0	0	0	0	0	0	158	77	0	0	0	0	0	0	0
Slc27a1	14.687500	0	0	0	0	0	0	0	0	117	118	0	0	0	0	0	0	0
Sdccag8	14.687500	0	0	0	0	0	0	137	0	98	0	0	0	0	0	0	0	0
Rnf130	14.687500	0	0	0	0	0	0	0	0	148	87	0	0	0	0	0	0	0
Rassf5	14.687500	0	0	0	0	0	0	0	0	119	116	0	0	0	0	0	0	0
Ptgfrn	14.687500	0	0	0	0	0	0	0	0	126	109	0	0	0	0	0	0	0
Ppp6r2	14.687500	0	0	0	0	0	0	0	0	119	116	0	0	0	0	0	0	0
P2ry1	14.687500	0	0	0	0	0	0	0	0	104	131	0	0	0	0	0	0	0
Ninj2	14.687500	0	0	0	0	0	0	90	0	145	0	0	0	0	0	0	0	0
Mylk2	14.687500	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0
Mras	14.687500	0	0	0	0	0	0	119	0	116	0	0	0	0	0	0	0	0
Lrrc20	14.687500	0	0	0	0	0	0	0	0	122	113	0	0	0	0	0	0	0
Large1	14.687500	0	0	0	0	0	0	82	0	153	0	0	0	0	0	0	0	0
Klhl8	14.687500	0	0	0	0	0	0	0	0	146	89	0	0	0	0	0	0	0
Klf13	14.687500	0	0	0	0	0	0	146	0	89	0	0	0	0	0	0	0	0
Kif7	14.687500	0	0	0	0	0	0	0	0	121	114	0	0	0	0	0	0	0
Fbxl8	14.687500	0	0	0	0	0	0	117	0	118	0	0	0	0	0	0	0	0
Ebag9	14.687500	0	0	0	0	0	0	0	0	108	127	0	0	0	0	0	0	0
Dlgap3	14.687500	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0
Cep170	14.687500	0	0	0	0	0	0	137	0	98	0	0	0	0	0	0	0	0
Tex264	14.625000	0	0	0	0	0	0	0	0	127	107	0	0	0	0	0	0	0
Tango6	14.625000	0	0	0	0	0	0	0	0	141	93	0	0	0	0	0	0	0
Scfd1	14.625000	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0
Rflnb	14.625000	0	0	0	0	0	0	0	0	148	86	0	0	0	0	0	0	0
Rab43	14.625000	0	0	0	0	0	0	0	0	146	88	0	0	0	0	0	0	0
Polr3k	14.625000	0	0	0	0	0	0	126	0	108	0	0	0	0	0	0	0	0
Pgls	14.625000	0	0	0	0	0	0	0	0	134	0	0	100	0	0	0	0	0
Olfm2	14.625000	0	0	0	0	0	0	0	0	126	0	0	108	0	0	0	0	0
Nsmaf	14.625000	0	0	0	0	0	0	0	0	140	0	0	94	0	0	0	0	0
Mymk	14.625000	0	0	0	0	0	0	103	131	0	0	0	0	0	0	0	0	0
Klhl24	14.625000	0	0	0	0	0	0	0	0	168	0	66	0	0	0	0	0	0
Kcnh1	14.625000	0	0	0	0	0	0	0	0	147	87	0	0	0	0	0	0	0
Hpdl	14.625000	0	0	0	0	0	0	0	0	138	0	0	96	0	0	0	0	0
Fgfbp3	14.625000	0	0	0	0	0	0	0	0	132	102	0	0	0	0	0	0	0
Entpd6	14.625000	0	0	0	0	0	0	0	0	116	118	0	0	0	0	0	0	0
Enthd1	14.625000	0	0	0	0	0	0	0	0	122	112	0	0	0	0	0	0	0
Cdc23	14.625000	0	0	0	0	0	0	135	0	99	0	0	0	0	0	0	0	0
Arfgef2	14.625000	0	0	0	0	0	0	0	0	105	129	0	0	0	0	0	0	0
5730409E04Rik	14.625000	0	0	0	0	0	0	0	0	121	113	0	0	0	0	0	0	0
Zfp81	14.562500	0	0	0	0	0	0	0	0	120	113	0	0	0	0	0	0	0
Traf4	14.562500	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0
Stk10	14.562500	0	0	0	0	0	0	0	0	113	120	0	0	0	0	0	0	0
Siah1a	14.562500	0	0	0	0	0	0	0	0	92	0	0	141	0	0	0	0	0
Rab30	14.562500	0	0	0	0	0	0	0	0	143	90	0	0	0	0	0	0	0
Rab18	14.562500	0	0	0	0	0	0	0	0	157	76	0	0	0	0	0	0	0
Pdxk	14.562500	0	0	0	0	0	0	0	0	123	110	0	0	0	0	0	0	0
Il10rb	14.562500	0	0	0	0	0	0	0	0	135	98	0	0	0	0	0	0	0
Foxs1	14.562500	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0
Epas1	14.562500	0	0	0	0	0	0	114	0	119	0	0	0	0	0	0	0	0
Elovl6	14.562500	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0
Cstl1	14.562500	0	0	0	0	0	0	0	0	123	110	0	0	0	0	0	0	0
Adamtsl2	14.562500	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0
Zfp423	14.500000	0	0	0	0	0	0	0	0	125	107	0	0	0	0	0	0	0
Vav1	14.500000	0	0	0	0	0	0	0	0	113	119	0	0	0	0	0	0	0
Usp20	14.500000	0	0	0	0	0	0	0	0	162	70	0	0	0	0	0	0	0
Tbc1d4	14.500000	0	0	0	0	0	0	91	0	141	0	0	0	0	0	0	0	0
Sfxn2	14.500000	0	0	0	0	0	0	0	0	123	109	0	0	0	0	0	0	0
Rbfa	14.500000	0	0	0	0	0	0	0	0	104	128	0	0	0	0	0	0	0
